,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
355,3d6.(3P1).4p,u 2D*,3/2,4.0,11.4333753,5e-07,,  31  3d6.(3F1).4p 2D*                :    20  3d6.(3P1).4p            2D*   ,"L18349,L18361c138",4
356,3d6.(3P1).4p,u 2D*,5/2,6.0,11.4927646,9e-07,,  30  3d6.(3F1).4p 2D*                :    12  3d6.(3P1).4p            2D*   ,"L18349,L18361c138",4
357,3d5.(4G).4s.4p.(3P*),v 4F*,7/2,8.0,11.4415681,5e-07,,  28  3d5.4s.(5G).4p 4F*              :    26  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
358,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,6.0,11.4474493,5e-07,,  17  3d6.(3P1).4p 4P*                :    17  3d5.4s.(5G).4p          4F*   ,"L18349,L18361c138",4
359,3d5.(4G).4s.4p.(3P*),v 4F*,3/2,4.0,11.4510101,5e-07,,  26  3d6.(3F1).4p 4F*                :    18  3d5.4s.(5G).4p          4F*   ,"L18349,L18361c138",4
360,3d5.(4G).4s.4p.(3P*),v 4F*,9/2,10.0,11.4594834,5e-07,,  32  3d6.(3F1).4p 2G*                :    24  3d5.4s.(5G).4p          4F*   ,"L18349,L18361c138",4
361,3d6.(3F1).4p,4D*,1/2,2.0,11.4627564,6e-07,,  38                                  :    25  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
362,3d6.(3F1).4p,4D*,3/2,4.0,11.4868373,5e-07,,  33                                  :    24  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
363,3d6.(3F1).4p,4D*,5/2,6.0,11.518046,5e-07,,  19  3d6.(3F1).4p 2D*                :    18  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
364,3d6.(3F1).4p,4D*,7/2,8.0,11.5466334,7e-07,,  27  3d6.(3P1).4p 4D*                :    22  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
365,3d6.(3F1).4p,u 4F*,3/2,4.0,11.5712658,6e-07,,  33                                  :    24  3d5.(4G).4s.(3G).4p     4F*   ,"L18349,L18361c138",4
366,3d6.(3F1).4p,u 4F*,5/2,6.0,11.579555,4e-06,,  38                                  :    20  3d5.(4G).4s.(3G).4p     4F*   ,"L18349,L18361c138",4
367,3d6.(3F1).4p,u 4F*,9/2,10.0,11.5906134,7e-07,,  47                                  :    18  3d6.(3F2).4p            4F*   ,"L18349,L18361c138",4
368,3d6.(3F1).4p,u 4F*,7/2,8.0,11.5909917,5e-07,,  36                                  :    14  3d6.(3F2).4p            4F*   ,"L18349,L18361c138",4
369,3d5.(4D).4s.4p.(3P*),6D*,5/2,6.0,11.6335565,5e-07,,  32  3d5.4s.(5D).4p 6D*              :    18  3d5.4s.(5D).4p          6P*   ,"L18349,L18361c138",4
370,3d5.(4D).4s.4p.(3P*),6D*,3/2,4.0,11.6347274,5e-07,,  29  3d5.4s.(5D).4p 6D*              :    28  3d5.4s.(5D).4p          6P*   ,"L18349,L18361c138",4
371,3d5.(4D).4s.4p.(3P*),6D*,7/2,8.0,11.6529591,5e-07,,  59  3d5.4s.(5D).4p 6D*              :    16  3d5.4s.(5D).4p          6P*   ,"L18349,L18361c138",4
372,3d5.(4D).4s.4p.(3P*),6D*,1/2,2.0,11.658404,5e-07,,  41  3d5.4s.(5D).4p 6D*              :    19  3d5.4s.(5P).4p          4P*   ,"L18349,L18361c138",4
373,3d5.(4D).4s.4p.(3P*),6D*,9/2,10.0,11.6616719,5e-07,,  76  3d5.4s.(5D).4p 6D*              :    15  3d5.4s.(5P).4p          6D*   ,"L18349,L18361c138",4
374,3d5.(4G).4s.4p.(3P*),w 4G*,5/2,6.0,11.6530493,5e-07,,  59  3d5.(4G).4s.(3G).4p 4G*         :    31  3d5.4s.(5G).4p          4G*   ,"L18349,L18361c138",4
375,3d5.(4G).4s.4p.(3P*),w 4G*,7/2,8.0,11.6636022,5e-07,,  59  3d5.(4G).4s.(3G).4p 4G*         :    31  3d5.4s.(5G).4p          4G*   ,"L18349,L18361c138",4
376,3d5.(4G).4s.4p.(3P*),w 4G*,9/2,10.0,11.6729127,2.5e-06,,  57  3d5.(4G).4s.(3G).4p 4G*         :    30  3d5.4s.(5G).4p          4G*   ,"L18349,L18361c138",4
377,3d5.(4G).4s.4p.(3P*),w 4G*,11/2,12.0,11.6780141,2.1e-06,,  60  3d5.(4G).4s.(3G).4p 4G*         :    32  3d5.4s.(5G).4p          4G*   ,"L18349,L18361c138",4
378,3d5.(4P).4s.4p.(3P*),4P*,5/2,6.0,11.6807228,5e-07,,  23  3d5.4s.(5P).4p 4P*              :    21  3d5.(4P).4s.(3P).4p     4P*   ,"L18349,L18361c138",4
379,3d5.(4P).4s.4p.(3P*),4P*,3/2,4.0,11.7461558,5e-07,,  37  3d5.4s.(5D).4p 6D*              :    10  3d5.4s.(5P).4p          4P*   ,"L18349,L18361c138",4
380,3d5.(4P).4s.4p.(3P*),4P*,1/2,2.0,11.7636933,2.4e-06,,  37  3d5.4s.(5D).4p 6D*              :    20  3d5.4s.(5P).4p          4P*   ,"L18349,L18361c138",4
381,3d5.(4D).4s.4p.(3P*),6P*,5/2,6.0,11.7394541,5e-07,,  37  3d5.4s.(5D).4p 6D*              :    31  3d5.4s.(5D).4p          6P*   ,"L18349,L18361c138",4
382,3d5.(4D).4s.4p.(3P*),6P*,7/2,8.0,11.7491416,5e-07,,  46  3d5.4s.(5D).4p 6P*              :    28  3d5.4s.(5P).4p          6P*   ,"L18349,L18361c138",4
383,3d6.(3F1).4p,2D*,5/2,6.0,11.741355,5e-07,,  35  3d6.(3P1).4p 2D*                :    27  3d6.(3F1).4p            2D*   ,"L18349,L18361c138",4
384,3d6.(3F1).4p,2F*,5/2,6.0,11.7842241,6e-07,,  60                                  :    19  3d6.(3F2).4p            2F*   ,"L18349,L18361c138",4
385,3d6.(3F1).4p,2F*,7/2,8.0,11.788336,6e-07,,  57                                  :    19  3d6.(3F2).4p            2F*   ,"L18349,L18361c138",4
386,3d5.(4P).4s.4p.(3P*),4D*,1/2,2.0,11.8736657,9e-07,,  50  3d5.(4P).4s.(3P).4p 4D*         :    35  3d5.4s.(5P).4p          4D*   ,"L18349,L18361c138",4
387,3d5.(4P).4s.4p.(3P*),4D*,3/2,4.0,11.8849108,6e-07,,  49  3d5.(4P).4s.(3P).4p 4D*         :    35  3d5.4s.(5P).4p          4D*   ,"L18349,L18361c138",4
388,3d5.(4P).4s.4p.(3P*),4D*,5/2,6.0,11.9019644,6e-07,,  48  3d5.(4P).4s.(3P).4p 4D*         :    36  3d5.4s.(5P).4p          4D*   ,"L18349,L18361c138",4
389,3d5.(4P).4s.4p.(3P*),4D*,7/2,8.0,11.9294769,5e-07,,  48  3d5.(4P).4s.(3P).4p 4D*         :    39  3d5.4s.(5P).4p          4D*   ,"L18349,L18361c138",4
390,3d5.(4G).4s.4p.(3P*),2H*,11/2,12.0,11.9101771,7e-07,,  97  3d5.(4G).4s.(3G).4p 2H*                                                ,"L18349,L18361c138",4
391,3d5.(4G).4s.4p.(3P*),2H*,9/2,10.0,11.9321669,6e-07,,  97  3d5.(4G).4s.(3G).4p 2H*                                                ,"L18349,L18361c138",4
392,3d5.(4G).4s.4p.(3P*),t 2F*,5/2,6.0,11.9371037,7e-07,,  76  3d5.(4G).4s.(3G).4p 2F*         :     8  3d6.(3F1).4p            2F*   ,"L18349,L18361c138",4
393,3d5.(4G).4s.4p.(3P*),t 2F*,7/2,8.0,11.9466897,7e-07,,  76  3d5.(4G).4s.(3G).4p 2F*         :     8  3d6.(3F1).4p            2F*   ,"L18349,L18361c138",4
394,3d5.(4P).4s.4p.(3P*),2P*,3/2,4.0,12.0669485,6e-07,,  59  3d5.(4P).4s.(3P).4p 2P*         :    16  3d5.(4D).4s.(3D).4p     2P*   ,"L18349,L18361c138",4
395,3d6.(3P2).5s,4P,5/2,6.0,12.0893786,5e-07,,  61                                  :    39  3d6.(3P1).5s            4P    ,"L18349,L18361c138",5
396,3d6.(3P2).5s,4P,3/2,4.0,12.1646572,5e-07,,  32                                  :    29  3d6.(3P2).5s            2P    ,"L18349,L18361c138",5
397,3d6.(3P2).5s,4P,1/2,2.0,12.2815138,5e-07,,  56                                  :    35  3d6.(3P1).5s            4P    ,"L18349,L18361c138",5
398,3d6.(1G1).4p,2H*,9/2,10.0,12.132019,9e-07,,  61                                  :    34  3d6.(1G2).4p            2H*   ,"L18349,L18361c138",4
399,3d6.(1G1).4p,2H*,11/2,12.0,12.1850247,5e-07,,  62                                  :    34  3d6.(1G2).4p            2H*   ,"L18349,L18361c138",4
400,3d6.(3H).5s,e 4H,13/2,14.0,12.1665863,5e-07,, 100                                                                         ,"L18349,L18361c138",5
401,3d6.(3H).5s,e 4H,11/2,12.0,12.1870155,5e-07,,  97                                  :     2  3d6.(3H).5s             2H    ,"L18349,L18361c138",5
402,3d6.(3H).5s,e 4H,9/2,10.0,12.2056752,5e-07,,  97                                                                         ,"L18349,L18361c138",5
403,3d6.(3H).5s,e 4H,7/2,8.0,12.2209869,5e-07,,  98                                                                         ,"L18349,L18361c138",5
404,3d5.(4D).4s.4p.(3P*),4F*,3/2,4.0,12.1747693,6e-07,,  49  3d5.(4D).4s.(3D).4p 4F*         :    38  3d5.4s.(5D).4p          4F*   ,"L18349,L18361c138",4
405,3d5.(4D).4s.4p.(3P*),4F*,5/2,6.0,12.1944232,5e-07,,  48  3d5.(4D).4s.(3D).4p 4F*         :    38  3d5.4s.(5D).4p          4F*   ,"L18349,L18361c138",4
406,3d5.(4D).4s.4p.(3P*),4F*,7/2,8.0,12.2169083,5e-07,,  32  3d5.(4D).4s.(3D).4p 4F*         :    27  3d5.4s.(5D).4p          4F*   ,"L18349,L18361c138",4
407,3d5.(4D).4s.4p.(3P*),4F*,9/2,10.0,12.2244065,1.1e-06,,  49  3d5.(4D).4s.(3D).4p 4F*         :    42  3d5.4s.(5D).4p          4F*   ,"L18349,L18361c138",4
408,3d5.(4P).4s.4p.(3P*),4S*,3/2,4.0,12.1924024,5e-07,,  54  3d5.(4P).4s.(3P).4p 4S*         :    23  3d5.4s.(5P).4p          4S*   ,"L18349,L18361c138",4
409,3d5.(4D).4s.4p.(3P*),4D*,7/2,8.0,12.1989689,9e-07,,  29  3d5.(4D).4s.(3D).4p 4D*         :    28  3d5.4s.(5D).4p          4D*   ,"L18349,L18361c138",4
410,3d5.(4D).4s.4p.(3P*),4D*,5/2,6.0,12.2130662,5e-07,,  42  3d5.(4D).4s.(3D).4p 4D*         :    40  3d5.4s.(5D).4p          4D*   ,"L18349,L18361c138",4
411,3d5.(4D).4s.4p.(3P*),4D*,3/2,4.0,12.2459559,2.2e-06,,  34  3d5.(4D).4s.(3D).4p 4D*         :    33  3d5.4s.(5D).4p          4D*   ,"L18349,L18361c138",4
412,3d5.(4D).4s.4p.(3P*),4D*,1/2,2.0,12.2753875,5e-07,,  32  3d5.(4D).4s.(3D).4p 4D*         :    31  3d5.4s.(5D).4p          4D*   ,"L18349,L18361c138",4
413,3d6.(1G1).4p,2F*,7/2,8.0,12.2618625,1e-06,,  44                                  :    23  3d6.(1G2).4p            2F*   ,"L18349,L18361c138",4
414,3d6.(3P2).5s,2P,3/2,4.0,12.2829242,5e-07,,  32                                  :    30  3d6.(3P2).5s            4P    ,"L18349,L18361c138",5
415,3d6.(3P2).5s,2P,1/2,2.0,12.3887082,5e-07,,  56                                  :    35  3d6.(3P1).5s            2P    ,"L18349,L18361c138",5
416,3d6.(3F2).5s,f 4F,9/2,10.0,12.3455088,5e-07,,  61                                  :    19  3d6.(3H).5s             2H    ,"L18349,L18361c138",5
417,3d6.(3F2).5s,f 4F,7/2,8.0,12.3597808,5e-07,,  75                                  :    20  3d6.(3F1).5s            4F    ,"L18349,L18361c138",5
418,3d6.(3F2).5s,f 4F,5/2,6.0,12.3766049,5e-07,,  78                                  :    20  3d6.(3F1).5s            4F    ,"L18349,L18361c138",5
419,3d6.(3F2).5s,f 4F,3/2,4.0,12.3883229,5e-07,,  80                                  :    20  3d6.(3F1).5s            4F    ,"L18349,L18361c138",5
420,3d5.(4G).4s.4p.(3P*),2G*,7/2,8.0,12.3532177,5e-07,,  55  3d5.(4G).4s.(3G).4p 2G*         :    21  3d6.(1G1).4p            2G*   ,"L18349,L18361c138",4
421,3d5.(4G).4s.4p.(3P*),2G*,9/2,10.0,12.3683178,1.2e-06,,  81  3d5.(4G).4s.(3G).4p 2G*         :     9  3d6.(1G1).4p            2G*   ,"L18349,L18361c138",4
422,3d6.(1G1).4p,2G*,9/2,10.0,12.3554292,1.9e-06,,  54                                  :    25  3d6.(1G2).4p            2G*   ,L18349,4
423,3d6.(1G1).4p,2G*,7/2,8.0,12.3746829,9e-07,,  39  3d5.(4G).4s.(3G).4p 2G*         :    30  3d6.(1G1).4p            2G*   ,"L18349,L18361c138",4
424,3d5.(4P).4s.4p.(3P*),2D*,5/2,6.0,12.448073,4e-06,,  79  3d5.(4P).4s.(3P).4p 2D*         :     8  3d5.(4D).4s.(3D).4p     2D*   ,"L18349,L18361c138",4
425,3d6.(3F2).5s,e 2F,7/2,8.0,12.4594232,5e-07,,  74                                  :    21  3d6.(3F1).5s            2F    ,"L18349,L18361c138",5
426,3d6.(3F2).5s,e 2F,5/2,6.0,12.4913863,5e-07,,  77                                  :    20  3d6.(3F1).5s            2F    ,"L18349,L18361c138",5
427,3d5.(4D).4s.4p.(3P*),4P*,1/2,2.0,12.572292,4e-06,,  42  3d5.(4D).4s.(3D).4p 4P*         :    30  3d5.4s.(5D).4p          4P*   ,"L18349,L18361c138",4
428,3d5.(4D).4s.4p.(3P*),4P*,3/2,4.0,12.5935681,1.9e-06,,  40  3d5.(4D).4s.(3D).4p 4P*         :    28  3d5.4s.(5D).4p          4P*   ,"L18349,L18361c138",4
429,3d5.(4D).4s.4p.(3P*),4P*,5/2,6.0,12.6099986,1.7e-06,,  38  3d5.(4D).4s.(3D).4p 4P*         :    25  3d5.4s.(5D).4p          4P*   ,"L18349,L18361c138",4
430,3d6.(5D).6s,6D,9/2,10.0,12.6090094,5e-07,, 100                                                                         ,"L18349,L18361c138",6
431,3d6.(5D).6s,6D,7/2,8.0,12.6502274,5e-07,,  85                                  :    15  3d6.(5D).6s             4D    ,"L18349,L18361c138",6
432,3d6.(5D).6s,6D,5/2,6.0,12.6878163,5e-07,,  93                                  :     7  3d6.(5D).6s             4D    ,"L18349,L18361c138",6
433,3d6.(5D).6s,6D,3/2,4.0,12.7137971,5e-07,,  97                                  :     3  3d6.(5D).6s             4D    ,"L18349,L18361c138",6
434,3d6.(5D).6s,6D,1/2,2.0,12.7290536,5e-07,,  99                                                                         ,"L18349,L18361c138",6
435,3d5.(2I).4s.4p.(3P*),4K*,11/2,12.0,12.6886004,7e-07,,  83  3d5.4s.(3I).4p 4K*              :    15  3d5.4s.(3I).4p          4I*   ,"L18349,L18361c138",4
436,3d5.(2I).4s.4p.(3P*),4K*,13/2,14.0,12.7071549,6e-07,,  73  3d5.4s.(3I).4p 4K*              :    25  3d5.4s.(3I).4p          4I*   ,"L18349,L18361c138",4
437,3d6.(5D).6s,4D,7/2,8.0,12.6953327,5e-07,,  85                                  :    15  3d6.(5D).6s             6D    ,"L18349,L18361c138",6
438,3d6.(5D).6s,4D,5/2,6.0,12.7458673,5e-07,,  89                                  :     6  3d6.(5D).6s             6D    ,"L18349,L18361c138",6
439,3d6.(5D).6s,4D,3/2,4.0,12.7850548,5e-07,,  96                                  :     3  3d6.(5D).6s             6D    ,"L18349,L18361c138",6
440,3d6.(5D).6s,4D,1/2,2.0,12.8033198,5e-07,,  99                                                                         ,"L18349,L18361c138",6
441,3d5.(4D).4s.4p.(3P*),2D*,5/2,6.0,12.702075,6e-06,,  74  3d5.(4D).4s.(3D).4p 2D*         :     9  3d5.(4P).4s.(3P).4p     2D*   ,"L18349,L18361c138",4
442,3d5.(4D).4s.4p.(3P*),2D*,3/2,4.0,12.70884,6e-06,,  83  3d5.(4D).4s.(3D).4p 2D*         :     8  3d5.(4F).4s.(3F).4p     2D*   ,"L18349,L18361c138",4
443,3d6.(3G).5s,f 4G,11/2,12.0,12.718917,5e-07,,  98                                                                         ,"L18349,L18361c138",5
444,3d6.(3G).5s,f 4G,9/2,10.0,12.7486745,5e-07,,  92                                  :     5  3d6.(3G).5s             2G    ,"L18349,L18361c138",5
445,3d6.(3G).5s,f 4G,7/2,8.0,12.7752353,5e-07,,  95                                                                         ,"L18349,L18361c138",5
446,3d6.(3G).5s,f 4G,5/2,6.0,12.7917192,5e-07,,  97                                                                         ,"L18349,L18361c138",5
447,3d6.(5D<4>).4f,2[5]*,11/2,12.0,12.7494678,5e-07,,  56  3d6.(5D).4f 6G*                 :    39  3d6.(5D).4f             6F*   ,"L18349,L18361c138",4
448,3d6.(5D<4>).4f,2[5]*,9/2,10.0,12.7519476,5e-07,,  32  3d6.(5D).4f 6F*                 :    32  3d6.(5D).4f             6G*   ,"L18349,L18361c138",4
449,3d6.(5D<4>).4f,2[6]*,13/2,14.0,12.7505746,5e-07,,  87  3d6.(5D).4f 6G*                 :    10  3d6.(5D).4f             6H*   ,"L18349,L18361c138",4
450,3d6.(5D<4>).4f,2[6]*,11/2,12.0,12.7571589,5e-07,,  76  3d6.(5D).4f 4G*                 :    14  3d6.(5D).4f             4H*   ,"L18349,L18361c138",4
451,3d6.(5D<4>).4f,2[4]*,9/2,10.0,12.7557949,5e-07,,  34  3d6.(5D).4f 4F*                 :    27  3d6.(5D).4f             4G*   ,"L18349,L18361c138",4
452,3d6.(5D<4>).4f,2[4]*,7/2,8.0,12.7563835,5e-07,,  29  3d6.(5D).4f 6F*                 :    25  3d6.(5D).4f             4F*   ,"L18349,L18361c138",4
453,3d6.(5D<4>).4f,2[3]*,7/2,8.0,12.7632131,5e-07,,  29  3d6.(5D).4f 4F*                 :    29  3d6.(5D).4f             6D*   ,"L18349,L18361c138",4
454,3d6.(5D<4>).4f,2[3]*,5/2,6.0,12.7644423,5e-07,,  28  3d6.(5D).4f 6F*                 :    24  3d6.(5D).4f             6D*   ,"L18349,L18361c138",4
455,3d5.(2I).4s.4p.(3P*),4I*,11/2,12.0,12.7679299,2.5e-06,,  80  3d5.4s.(3I).4p 4I*              :    16  3d5.4s.(3I).4p          4K*   ,"L18349,L18361c138",4
456,3d5.(2I).4s.4p.(3P*),4I*,13/2,14.0,12.785375,1.2e-05,,  71  3d5.4s.(3I).4p 4I*              :    26  3d5.4s.(3I).4p          4K*   ,"L18349,L18361c138",4
457,3d5.(2I).4s.4p.(3P*),4I*,15/2,16.0,12.7991829,5e-07,,  67  3d5.4s.(3I).4p 4I*              :    32  3d5.4s.(3I).4p          4K*   ,"L18349,L18361c138",4
458,3d6.(3P2).4d,4D,5/2,6.0,12.7707022,5e-07,,  28                                  :    25  3d6.(3P2).4d            4P    ,"L18349,L18361c138",4
459,3d6.(3P2).4d,4D,7/2,8.0,12.7831241,5e-07,,  23  3d6.(3P2).4d 4F                 :    16  3d6.(3P2).4d            4D    ,"L18349,L18361c138",4
460,3d6.(3P2).4d,4D,1/2,2.0,12.8700712,5e-07,,  43                                  :    29  3d6.(3P1).4d            4D    ,"L18349,L18361c138",4
461,3d6.(5D<4>).4f,2[7]*,13/2,14.0,12.7728134,5e-07,,  87  3d6.(5D).4f 4H*                 :    12  3d6.(5D).4f             6H*   ,"L18349,L18361c138",4
462,3d6.(5D<4>).4f,2[7]*,15/2,16.0,12.7753777,5e-07,, 100  3d6.(5D).4f 6H*                                                        ,"L18349,L18361c138",4
463,3d6.(5D<4>).4f,2[2]*,5/2,6.0,12.7733903,5e-07,,  26  3d6.(5D).4f 6D*                 :    25  3d6.(5D).4f             4F*   ,"L18349,L18361c138",4
464,3d6.(5D<4>).4f,2[2]*,3/2,4.0,12.7746894,5e-07,,  34  3d6.(5D).4f 6D*                 :    18  3d6.(5D).4f             6F*   ,"L18349,L18361c138",4
465,3d5.4s.(7S).5s,8S,7/2,8.0,12.7821371,1e-06,,                                                                             ,L18349,5
466,3d6.(5D<4>).4f,2[1]*,3/2,4.0,12.7841142,5e-07,,  37  3d6.(5D).4f 6P*                 :    27  3d6.(5D).4f             4D*   ,"L18349,L18361c138",4
467,3d6.(5D<4>).4f,2[1]*,1/2,2.0,12.7859594,5e-07,,  49  3d6.(5D).4f 4P*                 :    23  3d6.(5D).4f             6D*   ,"L18349,L18361c138",4
468,3d6.(3P2).4d,4F,9/2,10.0,12.7908695,5e-07,,  47                                  :    28  3d6.(3P1).4d            4F    ,"L18349,L18361c138",4
469,3d6.(3P2).4d,4F,7/2,8.0,12.9077394,5e-07,,  33  3d6.(3H).4d 2F                  :    25  3d6.(5D).5d             4F    ,"L18349,L18361c138",4
470,3d6.(3P2).4d,4F,5/2,6.0,12.9649317,5e-07,,  14  3d6.(3P2).4d 2D                 :    13  3d6.(5D).5d             4F    ,"L18349,L18361c138",4
471,3d6.(3P2).4d,4F,3/2,4.0,12.9653902,5e-07,,  23  3d6.(5D).5d 4F                  :    16  3d6.(3P2).4d            4F    ,"L18349,L18361c138",4
472,3d5.(4D).4s.4p.(3P*),2F*,7/2,8.0,12.7931471,2.5e-06,,  91  3d5.(4D).4s.(3D).4p 2F*         :     3  3d5.(4G).4s.(3G).4p     2F*   ,"L18349,L18361c138",4
473,3d5.(4D).4s.4p.(3P*),2F*,5/2,6.0,12.811801,4e-06,,  88  3d5.(4D).4s.(3D).4p 2F*         :     2  3d5.(4P).4s.(3P).4p     2D*   ,"L18349,L18361c138",4
474,3d6.(3P2).4d,2F,7/2,8.0,12.7941734,5e-07,,  27                                  :    24  3d6.(3P2).4d            4D    ,"L18349,L18361c138",4
475,3d6.(3P2).4d,2F,5/2,6.0,12.8444417,5e-07,,  15  3d6.(3P2).4d 4F                 :    14  3d6.(3P2).4d            2F    ,"L18349,L18361c138",4
476,3d6.(5D<3>).4f,2[5]*,11/2,12.0,12.8107881,5e-07,,  51  3d6.(5D).4f 6F*                 :    27  3d6.(5D).4f             6G*   ,"L18349,L18361c138",4
477,3d6.(5D<3>).4f,2[5]*,9/2,10.0,12.8141045,5e-07,,  34  3d6.(5D).4f 4F*                 :    33  3d6.(5D).4f             4G*   ,"L18349,L18361c138",4
478,3d6.(5D<3>).4f,2[4]*,9/2,10.0,12.8108465,5e-07,,  45  3d6.(5D).4f 6G*                 :    31  3d6.(5D).4f             6D*   ,"L18349,L18361c138",4
479,3d6.(5D<3>).4f,2[4]*,7/2,8.0,12.8126137,5e-07,,  51  3d6.(5D).4f 6G*                 :    23  3d6.(5D).4f             6D*   ,"L18349,L18361c138",4
480,3d6.(5D<3>).4f,2[3]*,5/2,6.0,12.8156139,5e-07,,  44  3d6.(5D).4f 6G*                 :    16  3d6.(5D).4f             6F*   ,"L18349,L18361c138",4
481,3d6.(5D<3>).4f,2[3]*,7/2,8.0,12.8182037,5e-07,,  47  3d6.(5D).4f 4G*                 :    26  3d6.(5D).4f             4D*   ,"L18349,L18361c138",4
482,3d6.(5D<3>).4f,2[2]*,3/2,4.0,12.8188939,5e-07,,  32  3d6.(5D).4f 6F*                 :    29  3d6.(5D).4f             6G*   ,"L18349,L18361c138",4
483,3d6.(5D<3>).4f,2[2]*,5/2,6.0,12.8207506,5e-07,,  26  3d6.(5D).4f 4G*                 :    20  3d6.(5D).4f             4F*   ,"L18349,L18361c138",4
484,3d6.(5D<3>).4f,2[1]*,3/2,4.0,12.8221898,5e-07,,  41  3d6.(5D).4f 4F*                 :    24  3d6.(5D).4f             6P*   ,"L18349,L18361c138",4
485,3d6.(5D<3>).4f,2[1]*,1/2,2.0,12.8245941,5e-07,,  41  3d6.(5D).4f 6F*                 :    32  3d6.(5D).4f             4D*   ,"L18349,L18361c138",4
486,3d6.(5D<3>).4f,2[0]*,1/2,2.0,12.8222325,5e-07,,  49  3d6.(5D).4f 6D*                 :    23  3d6.(5D).4f             4P*   ,"L18349,L18361c138",4
487,3d6.(5D<3>).4f,2[6]*,11/2,12.0,12.8224715,5e-07,,  54  3d6.(5D).4f 4H*                 :    26  3d6.(5D).4f             6H*   ,"L18349,L18361c138",4
488,3d6.(5D<3>).4f,2[6]*,13/2,14.0,12.8225962,5e-07,,  78  3d6.(5D).4f 6H*                 :    12  3d6.(5D).4f             6G*   ,"L18349,L18361c138",4
489,3d6.(3H).4d,4G,11/2,12.0,12.844816,5e-07,,  90                                  :     5  3d6.(3F2).4d            4G    ,"L18349,L18361c138",4
490,3d6.(3H).4d,4G,9/2,10.0,12.8660067,5e-07,,  81                                  :     6  3d6.(3F2).4d            4G    ,"L18349,L18361c138",4
491,3d6.(3H).4d,4G,7/2,8.0,12.8846409,5e-07,,  76                                  :     7  3d6.(3F2).4d            4G    ,"L18349,L18361c138",4
492,3d6.(3H).4d,4G,5/2,6.0,12.8996498,5e-07,,  68                                  :     8  3d6.(3H).4d             4F    ,"L18349,L18361c138",4
493,3d6.(3G).5s,e 2G,9/2,10.0,12.845869,5e-07,,  92                                  :     4  3d6.(3G).5s             4G    ,"L18349,L18361c138",5
494,3d6.(3G).5s,e 2G,7/2,8.0,12.8923104,5e-07,,  87                                  :     9  3d6.(3H).4d             4H    ,"L18349,L18361c138",5
495,3d6.(3H).4d,4H,13/2,14.0,12.8469422,5e-07,,  91                                  :     5  3d6.(3H).4d             4I    ,"L18349,L18361c138",4
496,3d6.(3H).4d,4H,11/2,12.0,12.8635679,5e-07,,  89                                  :     6  3d6.(3H).4d             4I    ,"L18349,L18361c138",4
497,3d6.(3H).4d,4H,9/2,10.0,12.878767,5e-07,,  91                                  :     4  3d6.(3H).4d             4I    ,"L18349,L18361c138",4
498,3d6.(3H).4d,4H,7/2,8.0,12.8926628,5e-07,,  82                                  :     8  3d6.(3G).5s             2G    ,"L18349,L18361c138",4
499,3d6.(3H).4d,4K,17/2,18.0,12.8503132,5e-07,, 100                                                                         ,"L18349,L18361c138",4
500,3d6.(3H).4d,4K,15/2,16.0,12.8579705,5e-07,,  74                                  :    18  3d6.(3H).4d             4I    ,"L18349,L18361c138",4
501,3d6.(3H).4d,4K,13/2,14.0,12.8735344,5e-07,,  68                                  :    22  3d6.(3H).4d             4I    ,"L18349,L18361c138",4
502,3d6.(3H).4d,4K,11/2,12.0,12.891106,5e-07,,  69                                  :    23  3d6.(3H).4d             4I    ,"L18349,L18361c138",4
503,3d6.(5D<2>).4f,2[2]*,3/2,4.0,12.850374,5e-07,,  51  3d6.(5D).4f 6G*                 :    18  3d6.(5D).4f             4F*   ,"L18349,L18361c138",4
504,3d6.(5D<2>).4f,2[2]*,5/2,6.0,12.8523307,5e-07,,  35  3d6.(5D).4f 6G*                 :    17  3d6.(5D).4f             6P*   ,"L18349,L18361c138",4
505,3d6.(5D<2>).4f,2[1]*,3/2,4.0,12.8532884,5e-07,,  30  3d6.(5D).4f 6D*                 :    28  3d6.(5D).4f             6F*   ,"L18349,L18361c138",4
506,3d6.(5D<2>).4f,2[1]*,1/2,2.0,12.8542212,5e-07,,  40  3d6.(5D).4f 4D*                 :    31  3d6.(5D).4f             6F*   ,"L18349,L18361c138",4
507,3d6.(5D<2>).4f,2[3]*,7/2,8.0,12.8542909,5e-07,,  33  3d6.(5D).4f 6F*                 :    19  3d6.(5D).4f             6G*   ,"L18349,L18361c138",4
508,3d6.(5D<2>).4f,2[3]*,5/2,6.0,12.8569773,5e-07,,  41  3d6.(5D).4f 4G*                 :    20  3d6.(5D).4f             4F*   ,"L18349,L18361c138",4
509,3d6.(5D<2>).4f,2[5]*,9/2,10.0,12.8547671,5e-07,,  31  3d6.(5D).4f 6D*                 :    30  3d6.(5D).4f             4H*   ,"L18349,L18361c138",4
