,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
365,2s2.2p3.(2D*<5/2>).9d,3D*,3,7.0,16.77304,,,9
366,2s2.2p3.(2D*<3/2>).9d,3S*,1,3.0,16.77304,,,9
367,2s2.2p3.(2D*<5/2>).9d,1P*,1,3.0,16.7732,,,9
368,2s2.2p3.(2D*<3/2>).9d,3P*,2,5.0,16.7755,,,9
369,2s2.2p3.(2D*<3/2>).9d,3P*,1,3.0,16.77568,,,9
370,2s2.2p3.(2D*<3/2>).9d,1F*,3,7.0,16.7756,,,9
371,2s2.2p3.(2D*<3/2>).9d,1D*,2,5.0,16.7756,,,9
372,2s2.2p3.(2D*).11s,3D*,3,7.0,16.80014,,,11
373,2s2.2p3.(2D*<5/2>).10d,3D*,2,5.0,16.80503,,,10
374,2s2.2p3.(2D*<5/2>).10d,3D*,3,7.0,16.80503,,,10
375,2s2.2p3.(2D*<5/2>).10d,3D*,1,3.0,16.80503,,,10
376,2s2.2p3.(2D*<3/2>).10d,3S*,1,3.0,16.80503,,,10
377,2s2.2p3.(2D*<5/2>).10d,1P*,1,3.0,16.8051,,,10
378,2s2.2p3.(2D*<3/2>).10d,3P*,2,5.0,16.80734,,,10
379,2s2.2p3.(2D*<3/2>).10d,3P*,1,3.0,16.80757,,,10
380,2s2.2p3.(2D*<3/2>).10d,1F*,3,7.0,16.8079,,,10
381,2s2.2p3.(2D*<3/2>).10d,1D*,2,5.0,16.8079,,,10
382,2s2.2p3.(2P*).4s,3P*,2,5.0,16.82239,,,4
383,2s2.2p3.(2P*).4s,3P*,0,1.0,16.82239,,,4
384,2s2.2p3.(2P*).4s,3P*,1,3.0,16.82239,,,4
385,2s2.2p3.(2D*).12s,3D*,3,7.0,16.82488,,,12
386,2s2.2p3.(2D*<3/2>).12s,1D*,2,5.0,16.8275,,,12
387,2s2.2p3.(2D*<5/2>).11d,3D*,1,3.0,16.82867,,,11
388,2s2.2p3.(2D*<5/2>).11d,3D*,2,5.0,16.82867,,,11
389,2s2.2p3.(2D*<5/2>).11d,3D*,3,7.0,16.82867,,,11
390,2s2.2p3.(2D*<3/2>).11d,3S*,1,3.0,16.82867,,,11
391,2s2.2p3.(2D*<5/2>).11d,1P*,1,3.0,16.8291,,,11
392,2s2.2p3.(2D*<3/2>).11d,3P*,1,3.0,16.83107,,,11
393,2s2.2p3.(2D*<3/2>).11d,3P*,2,5.0,16.83121,,,11
394,2s2.2p3.(2D*<3/2>).11d,1D*,2,5.0,16.8315,,,11
395,2s2.2p3.(2D*<3/2>).11d,1F*,3,7.0,16.8315,,,11
396,2s2.2p3.(2D*).13d,3D*,3,7.0,16.84358,,,13
397,2s2.2p3.(2D*<5/2>).12d,3D*,2,5.0,16.84653,,,12
398,2s2.2p3.(2D*<5/2>).12d,3D*,3,7.0,16.84653,,,12
399,2s2.2p3.(2D*<5/2>).12d,3D*,1,3.0,16.84653,,,12
400,2s2.2p3.(2D*<3/2>).12d,3S*,1,3.0,16.84653,,,12
401,2s2.2p3.(2D*<5/2>).12d,1P*,1,3.0,16.8478,,,12
402,2s2.2p3.(2D*<3/2>).12d,3P*,1,3.0,16.84907,,,12
403,2s2.2p3.(2D*<3/2>).12d,3P*,2,5.0,16.84934,,,12
404,2s2.2p3.(2D*<3/2>).12d,1F*,3,7.0,16.8497,,,12
405,2s2.2p3.(2D*<3/2>).12d,1D*,2,5.0,16.8497,,,12
406,2s2.2p3.(2D*<3/2>).13d,3S*,1,3.0,16.86016,,,13
407,2s2.2p3.(2D*<5/2>).13d,3D*,1,3.0,16.86016,,,13
408,2s2.2p3.(2D*<5/2>).13d,3D*,2,5.0,16.86016,,,13
409,2s2.2p3.(2D*<5/2>).13d,3D*,3,7.0,16.86016,,,13
410,2s2.2p3.(2D*<3/2>).13d,3P*,2,5.0,16.86321,,,13
411,2s2.2p3.(2D*<3/2>).13d,3P*,1,3.0,16.8633,,,13
412,2s2.2p3.(2D*<5/2>).14d,3D*,2,5.0,16.87069,,,14
413,2s2.2p3.(2D*<5/2>).14d,3D*,3,7.0,16.87069,,,14
414,2s2.2p3.(2D*<5/2>).14d,3D*,1,3.0,16.87069,,,14
415,2s2.2p3.(2D*<3/2>).14d,3S*,1,3.0,16.87069,,,14
416,2s2.2p3.(2D*<5/2>).14d,1P*,1,3.0,16.8724,,,14
417,2s2.2p3.(2D*<3/2>).14d,3P*,2,5.0,16.87426,,,14
418,2s2.2p3.(2D*<5/2>).15d,3D*,3,7.0,16.87907,,,15
419,2s2.2p3.(2D*<5/2>).15d,3D*,1,3.0,16.87907,,,15
420,2s2.2p3.(2D*<5/2>).15d,3D*,2,5.0,16.87907,,,15
421,2s2.2p3.(2D*<3/2>).15d,3S*,1,3.0,16.87907,,,15
422,2s2.2p3.(2D*<3/2>).15d,3P*,2,5.0,16.88311,,,15
423,2s2.2p3.(2D*<5/2>).16d,3D*,3,7.0,16.88595,,,16
424,2s2.2p3.(2D*<5/2>).16d,3D*,1,3.0,16.88595,,,16
425,2s2.2p3.(2D*<5/2>).16d,3D*,2,5.0,16.88595,,,16
426,2s2.2p3.(2D*<3/2>).16d,3S*,1,3.0,16.88595,,,16
427,2s2.2p3.(2D*<3/2>).16d,3P*,2,5.0,16.89188,,,16
428,2s2.2p3.(2D*<3/2>).14s,1D*,2,5.0,16.9,,,14
429,2s2.2p3.(2D*<5/2>).13d,1P*,1,3.0,16.9,,,13
430,2s2.2p3.(2P*).4s,1P*,1,3.0,16.9056,,,4
431,2s2.2p3.(2P*).3d,1D*,2,5.0,17.1009,,,3
432,2s2.2p3.(2P*).3d,3P*,1,3.0,17.10319,,,3
433,2s2.2p3.(2P*).3d,3P*,2,5.0,17.10319,,,3
434,2s2.2p3.(2P*).3d,3P*,0,1.0,17.10319,,,3
435,2s2.2p3.(2P*).3d,3D*,2,5.0,17.10517,,,3
436,2s2.2p3.(2P*).3d,3D*,3,7.0,17.10517,,,3
437,2s2.2p3.(2P*).3d,3D*,1,3.0,17.10517,,,3
438,2s2.2p3.(2P*).3d,1P*,1,3.0,17.1075,,,3
439,2s2.2p3.(2P*).5s,3P*,1,3.0,17.68641,,,5
440,2s2.2p3.(2P*).5s,3P*,2,5.0,17.68641,,,5
441,2s2.2p3.(2P*).5s,3P*,0,1.0,17.68641,,,5
442,2s2.2p3.(2P*).5s,1P*,1,3.0,17.6979,,,5
443,2s2.2p3.(2P*).4d,1D*,2,5.0,17.7743,,,4
444,2s2.2p3.(2P*).4d,3D*,1,3.0,17.7748,,,4
445,2s2.2p3.(2P*).4d,3D*,2,5.0,17.7748,,,4
446,2s2.2p3.(2P*).4d,3D*,3,7.0,17.7748,,,4
447,2s2.2p3.(2P*).4d,3P*,1,3.0,17.7748,,,4
448,2s2.2p3.(2P*).4d,3P*,2,5.0,17.7748,,,4
449,2s2.2p3.(2P*).4d,3P*,0,1.0,17.7748,,,4
450,2s2.2p3.(2P*).4d,1P*,1,3.0,17.7774,,,4
451,2s2.2p3.(2P*).6s,3P*,2,5.0,18.04175,,,6
452,2s2.2p3.(2P*).6s,3P*,0,1.0,18.04175,,,6
453,2s2.2p3.(2P*).6s,3P*,1,3.0,18.04175,,,6
454,2s2.2p3.(2P*).6s,1P*,1,3.0,18.055,,,6
455,2s2.2p3.(2P*).5d,1D*,2,5.0,18.0853,,,5
456,2s2.2p3.(2P*).5d,3P*,2,5.0,18.08564,,,5
457,2s2.2p3.(2P*).5d,3P*,0,1.0,18.08564,,,5
458,2s2.2p3.(2P*).5d,3P*,1,3.0,18.08564,,,5
459,2s2.2p3.(2P*).5d,3D*,3,7.0,18.08564,,,5
460,2s2.2p3.(2P*).5d,3D*,1,3.0,18.08564,,,5
461,2s2.2p3.(2P*).5d,3D*,2,5.0,18.08564,,,5
462,2s2.2p3.(2P*).5d,1P*,1,3.0,18.0877,,,5
463,2s2.2p3.(2P*).7s,3P*,1,3.0,18.22924,,,7
464,2s2.2p3.(2P*).7s,3P*,2,5.0,18.22924,,,7
465,2s2.2p3.(2P*).7s,3P*,0,1.0,18.22924,,,7
466,2s2.2p3.(2P*).7s,1P*,1,3.0,18.2327,,,7
467,2s2.2p3.(2P*).6d,1D*,2,5.0,18.2541,,,6
468,2s2.2p3.(2P*).6d,3D*,1,3.0,18.25421,,,6
469,2s2.2p3.(2P*).6d,3D*,2,5.0,18.25421,,,6
470,2s2.2p3.(2P*).6d,3D*,3,7.0,18.25421,,,6
471,2s2.2p3.(2P*).6d,3P*,1,3.0,18.25421,,,6
472,2s2.2p3.(2P*).6d,3P*,2,5.0,18.25421,,,6
473,2s2.2p3.(2P*).6d,3P*,0,1.0,18.25421,,,6
474,2s2.2p3.(2P*).6d,1P*,1,3.0,18.255,,,6
475,2s2.2p3.(2P*).8s,3P*,2,5.0,18.33988,,,8
476,2s2.2p3.(2P*).8s,3P*,0,1.0,18.33988,,,8
477,2s2.2p3.(2P*).8s,3P*,1,3.0,18.33988,,,8
478,2s2.2p3.(2P*).8s,1P*,1,3.0,18.3425,,,8
479,2s2.2p3.(2P*).7d,1D*,2,5.0,18.3552,,,7
480,2s2.2p3.(2P*).7d,3P*,2,5.0,18.35558,,,7
481,2s2.2p3.(2P*).7d,3P*,0,1.0,18.35558,,,7
482,2s2.2p3.(2P*).7d,3P*,1,3.0,18.35558,,,7
483,2s2.2p3.(2P*).7d,3D*,3,7.0,18.35558,,,7
484,2s2.2p3.(2P*).7d,3D*,1,3.0,18.35558,,,7
485,2s2.2p3.(2P*).7d,3D*,2,5.0,18.35558,,,7
486,2s2.2p3.(2P*).7d,1P*,1,3.0,18.3569,,,7
487,2s2.2p3.(2P*).9s,3P*,0,1.0,18.4111,,,9
488,2s2.2p3.(2P*).9s,3P*,1,3.0,18.4111,,,9
489,2s2.2p3.(2P*).9s,3P*,2,5.0,18.4111,,,9
490,2s2.2p3.(2P*).9s,1P*,1,3.0,18.4123,,,9
491,2s2.2p3.(2P*).8d,3D*,1,3.0,18.42119,,,8
492,2s2.2p3.(2P*).8d,3D*,2,5.0,18.42119,,,8
493,2s2.2p3.(2P*).8d,3D*,3,7.0,18.42119,,,8
494,2s2.2p3.(2P*).8d,3P*,1,3.0,18.42119,,,8
495,2s2.2p3.(2P*).8d,3P*,2,5.0,18.42119,,,8
496,2s2.2p3.(2P*).8d,3P*,0,1.0,18.42119,,,8
497,2s2.2p3.(2P*).8d,1D*,2,5.0,18.4213,,,8
498,2s2.2p3.(2P*).8d,1P*,1,3.0,18.4218,,,8
499,2s2.2p3.(2P*).10s,3P*,1,3.0,18.45913,,,10
500,2s2.2p3.(2P*).10s,3P*,2,5.0,18.45913,,,10
501,2s2.2p3.(2P*).10s,3P*,0,1.0,18.45913,,,10
502,2s2.2p3.(2P*).10s,1P*,1,3.0,18.4601,,,10
503,2s2.2p3.(2P*).9d,1D*,2,5.0,18.4663,,,9
504,2s2.2p3.(2P*).9d,3P*,2,5.0,18.46688,,,9
505,2s2.2p3.(2P*).9d,3P*,0,1.0,18.46688,,,9
506,2s2.2p3.(2P*).9d,3P*,1,3.0,18.46688,,,9
507,2s2.2p3.(2P*).9d,3D*,3,7.0,18.46688,,,9
508,2s2.2p3.(2P*).9d,3D*,1,3.0,18.46688,,,9
509,2s2.2p3.(2P*).9d,3D*,2,5.0,18.46688,,,9
510,2s2.2p3.(2P*).9d,1P*,1,3.0,18.467,,,9
511,2s2.2p3.(2P*).11s,3P*,1,3.0,18.49337,,,11
512,2s2.2p3.(2P*).11s,3P*,2,5.0,18.49337,,,11
513,2s2.2p3.(2P*).11s,3P*,0,1.0,18.49337,,,11
514,2s2.2p3.(2P*).11s,1P*,1,3.0,18.4945,,,11
515,2s2.2p3.(2P*).10d,3P*,2,5.0,18.49852,,,10
516,2s2.2p3.(2P*).10d,3P*,0,1.0,18.49852,,,10
517,2s2.2p3.(2P*).10d,3P*,1,3.0,18.49852,,,10
518,2s2.2p3.(2P*).10d,3D*,3,7.0,18.49852,,,10
519,2s2.2p3.(2P*).10d,3D*,1,3.0,18.49852,,,10
520,2s2.2p3.(2P*).10d,3D*,2,5.0,18.49852,,,10
521,2s2.2p3.(2P*).10d,1D*,2,5.0,18.4988,,,10
522,2s2.2p3.(2P*).12s,3P*,2,5.0,18.51821,,,12
523,2s2.2p3.(2P*).12s,3P*,0,1.0,18.51821,,,12
524,2s2.2p3.(2P*).12s,3P*,1,3.0,18.51821,,,12
525,2s2.2p3.(2P*).11d,3P*,2,5.0,18.52207,,,11
526,2s2.2p3.(2P*).11d,3P*,0,1.0,18.52207,,,11
527,2s2.2p3.(2P*).11d,3P*,1,3.0,18.52207,,,11
528,2s2.2p3.(2P*).11d,3D*,3,7.0,18.52207,,,11
529,2s2.2p3.(2P*).11d,3D*,1,3.0,18.52207,,,11
530,2s2.2p3.(2P*).11d,3D*,2,5.0,18.52207,,,11
531,2s2.2p3.(2P*).11d,1D*,2,5.0,18.5222,,,11
532,2s2.2p3.(2P*).13s,3P*,0,1.0,18.53742,,,13
533,2s2.2p3.(2P*).13s,3P*,1,3.0,18.53742,,,13
534,2s2.2p3.(2P*).13s,3P*,2,5.0,18.53742,,,13
535,2s2.2p3.(2P*).12d,3D*,2,5.0,18.54052,,,12
536,2s2.2p3.(2P*).12d,3D*,3,7.0,18.54052,,,12
537,2s2.2p3.(2P*).12d,3D*,1,3.0,18.54052,,,12
538,2s2.2p3.(2P*).12d,3P*,2,5.0,18.54052,,,12
539,2s2.2p3.(2P*).12d,3P*,0,1.0,18.54052,,,12
540,2s2.2p3.(2P*).12d,3P*,1,3.0,18.54052,,,12
541,2s2.2p3.(2P*).14s,3P*,1,3.0,18.55198,,,14
542,2s2.2p3.(2P*).14s,3P*,2,5.0,18.55198,,,14
543,2s2.2p3.(2P*).14s,3P*,0,1.0,18.55198,,,14
544,2s2.2p3.(2P*).13d,3D*,3,7.0,18.55451,,,13
545,2s2.2p3.(2P*).13d,3D*,1,3.0,18.55451,,,13
546,2s2.2p3.(2P*).13d,3D*,2,5.0,18.55451,,,13
547,2s2.2p3.(2P*).13d,3P*,0,1.0,18.55451,,,13
548,2s2.2p3.(2P*).13d,3P*,1,3.0,18.55451,,,13
549,2s2.2p3.(2P*).13d,3P*,2,5.0,18.55451,,,13
550,2s2.2p3.(2P*).14d,3P*,1,3.0,18.566,,,14
551,2s2.2p3.(2P*).14d,3P*,2,5.0,18.566,,,14
552,2s2.2p3.(2P*).14d,3P*,0,1.0,18.566,,,14
553,2s2.2p3.(2P*).14d,3D*,2,5.0,18.566,,,14
554,2s2.2p3.(2P*).14d,3D*,3,7.0,18.566,,,14
555,2s2.2p3.(2P*).14d,3D*,1,3.0,18.566,,,14
556,2s2.2p3.(2P*).15d,3P*,2,5.0,18.57477,,,15
557,2s2.2p3.(2P*).15d,3P*,0,1.0,18.57477,,,15
558,2s2.2p3.(2P*).15d,3P*,1,3.0,18.57477,,,15
559,2s2.2p3.(2P*).15d,3D*,3,7.0,18.57477,,,15
560,2s2.2p3.(2P*).15d,3D*,1,3.0,18.57477,,,15
561,2s2.2p3.(2P*).15d,3D*,2,5.0,18.57477,,,15
562,2s2.2p3.(2P*).17d,3D*,3,7.0,18.58817,,,17
563,2s2.2p3.(2P*).17d,3D*,1,3.0,18.58817,,,17
564,2s2.2p3.(2P*).17d,3D*,2,5.0,18.58817,,,17
565,2s2.2p3.(2P*).17d,3P*,0,1.0,18.58817,,,17
566,2s2.2p3.(2P*).17d,3P*,1,3.0,18.58817,,,17
567,2s2.2p3.(2P*).17d,3P*,2,5.0,18.58817,,,17
568,2s2.2p3.(2P*).18d,3D*,1,3.0,18.59286,,,18
569,2s2.2p3.(2P*).18d,3D*,2,5.0,18.59286,,,18
570,2s2.2p3.(2P*).18d,3D*,3,7.0,18.59286,,,18
571,2s2.2p3.(2P*).18d,3P*,1,3.0,18.59286,,,18
572,2s2.2p3.(2P*).18d,3P*,2,5.0,18.59286,,,18
573,2s2.2p3.(2P*).18d,3P*,0,1.0,18.59286,,,18
574,2s2.2p3.(2P*).19d,3P*,1,3.0,18.59773,,,19
575,2s2.2p3.(2P*).19d,3P*,2,5.0,18.59773,,,19
576,2s2.2p3.(2P*).19d,3P*,0,1.0,18.59773,,,19
577,2s2.2p3.(2P*).19d,3D*,2,5.0,18.59773,,,19
578,2s2.2p3.(2P*).19d,3D*,3,7.0,18.59773,,,19
579,2s2.2p3.(2P*).19d,3D*,1,3.0,18.59773,,,19
580,Limit,NaN,NaN,NaN,13.618055,7e-06,NaN,NaN
