,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
240,2p5.3s.(3P*).11s,4P*,1/2,2.0,38.0041,0.001,  26                                           or  :    42  2p5.3s.(3P*<0>).11s   2[0]*       ,,11
241,2p5.3s.(3P*).12s,4P*,1/2,2.0,38.0274,0.001,  57                                           or  :    88  2p5.3s.(3P*<0>).12s   2[0]*       ,,12
242,2p5.3s.(1P*).6d,2P*,"1/2,3/2",6.0,38.0506,0.001,  80                                           or  :    80  2p5.3s.(1P*<1>).6d    2[1]*       ,,6
243,2p5.3s.(3P*).14s,4P*,1/2,2.0,38.067,0.001,  66                                           or  :   100  2p5.3s.(3P*<0>).14s   2[0]*       ,,14
244,2p5.3s.(3P*).15s,4P*,1/2,2.0,38.077,0.001,  66                                           or  :   100  2p5.3s.(3P*<0>).15s   2[0]*       ,,15
245,2p5.3s.(3P*).16s,4P*,1/2,2.0,38.0884,0.001,  66                                           or  :   100  2p5.3s.(3P*<0>).16s   2[0]*       ,,16
246,2p5.3s.(3P*).17s,4P*,1/2,2.0,38.0963,0.0011,  66                                           or  :   100  2p5.3s.(3P*<0>).17s   2[0]*       ,,17
247,2p5.3s.(3P*).18s,4P*,1/2,2.0,38.1018,0.0011,  66                                           or  :   100  2p5.3s.(3P*<0>).18s   2[0]*       ,,18
248,2p5.3s.(3P*).19s,4P*,1/2,2.0,38.1068,0.0011,  66                                           or  :   100  2p5.3s.(3P*<0>).19s   2[0]*       ,,19
249,2p5.3s.(3P*).20s,4P*,1/2,2.0,38.1131,0.0011,  66                                           or  :   100  2p5.3s.(3P*<0>).20s   2[0]*       ,,20
250,2p5.3s.(1P*).8s,2P*,"1/2,3/2",6.0,38.1281,0.001,  94                                           or  :    94  2p5.3s.(1P*<1>).8s    2[1]*       ,,8
251,2p5.3s.(1P*).7d,2P*,"1/2,3/2",6.0,38.1626,0.001,  79                                           or  :    79  2p5.3s.(1P*<1>).7d    2[1]*       ,,7
252,2p5.3s.(1P*).9s,2P*,"1/2,3/2",6.0,38.2113,0.001,  95                                           or  :    95  2p5.3s.(1P*<1>).9s    2[1]*       ,,9
253,2p5.3s.(1P*).8d,2P*,"1/2,3/2",6.0,38.234,0.001,  80                                           or  :    80  2p5.3s.(1P*<1>).8d    2[1]*       ,,8
254,2p5.3s.(1P*).10s,2P*,"1/2,3/2",6.0,38.2666,0.001,  95                                           or  :    95  2p5.3s.(1P*<1>).10s   2[1]*       ,,10
255,2p5.3s.(1P*).9d,2P*,"1/2,3/2",6.0,38.283,0.001,  81                                           or  :    81  2p5.3s.(1P*<1>).9d    2[1]*       ,,9
256,2p5.3s.(1P*).11s,2P*,"1/2,3/2",6.0,38.3047,0.001,  96                                           or  :    96  2p5.3s.(1P*<1>).11s   2[1]*       ,,11
257,2p5.3s.(1P*).10d,2P*,"1/2,3/2",6.0,38.3166,0.001,  84                                           or  :    84  2p5.3s.(1P*<1>).10d   2[1]*       ,,10
258,2p5.3s.(1P*).12s,2P*,"1/2,3/2",6.0,38.3326,0.001,  96                                           or  :    96  2p5.3s.(1P*<1>).12s   2[1]*       ,,12
259,2p5.3s.(1P*).11d,2P*,"1/2,3/2",6.0,38.3417,0.001,  85                                           or  :    85  2p5.3s.(1P*<1>).11d   2[1]*       ,,11
260,2p5.3s.(1P*).13s,2P*,"1/2,3/2",6.0,38.354,0.001,  96                                           or  :    96  2p5.3s.(1P*<1>).13s   2[1]*       ,,13
261,2p5.3s.(1P*).12d,2P*,"1/2,3/2",6.0,38.3611,0.001,  86                                           or  :    86  2p5.3s.(1P*<1>).12d   2[1]*       ,,12
262,2p5.3s.(1P*).14s,2P*,"1/2,3/2",6.0,38.3698,0.0024,  96                                           or  :    96  2p5.3s.(1P*<1>).14s   2[1]*       ,,14
263,2p5.3s.(1P*).13d,2P*,"1/2,3/2",6.0,38.3761,0.001,  86                                           or  :    86  2p5.3s.(1P*<1>).13d   2[1]*       ,,13
264,2p5.3s.(1P*).15s,2P*,"1/2,3/2",6.0,38.384,0.0024,  96                                           or  :    96  2p5.3s.(1P*<1>).15s   2[1]*       ,,15
265,2p5.3s.(1P*).14d,2P*,"1/2,3/2",6.0,38.3871,0.001,  87                                           or  :    87  2p5.3s.(1P*<1>).14d   2[1]*       ,,14
266,2p5.3s.(1P*).15d,2P*,"1/2,3/2",6.0,38.397,0.0024,  88                                           or  :    88  2p5.3s.(1P*<1>).15d   2[1]*       ,,15
267,2p5.3s.(1P*).16d,2P*,"1/2,3/2",6.0,38.4042,0.0024,  88                                           or  :    88  2p5.3s.(1P*<1>).16d   2[1]*       ,,16
268,2p5.3s.(1P*).17d,2P*,"1/2,3/2",6.0,38.4102,0.0024,  88                                           or  :    88  2p5.3s.(1P*<1>).17d   2[1]*       ,,17
269,2p5.3s.(1P*).18d,2P*,"1/2,3/2",6.0,38.4149,0.0024,  88                                           or  :    88  2p5.3s.(1P*<1>).18d   2[1]*       ,,18
270,2p5.3s.(1P*).19d,2P*,"1/2,3/2",6.0,38.4208,0.0024,  89                                           or  :    89  2p5.3s.(1P*<1>).19d   2[1]*       ,,19
271,2p5.3s.(1P*).20d,2P*,"1/2,3/2",6.0,38.4244,0.0024,  90                                           or  :    90  2p5.3s.(1P*<1>).20d   2[1]*       ,,20
272,2p5.(2P*).3p2.(1S),2P*,3/2,4.0,38.55673,0.00025,  79                                               :     6  2p5.(2P*).3d2.(1S)    2P*         ,,3
273,2p5.(2P*).3p2.(1S),2P*,1/2,2.0,38.7272,0.0006,  56                                               :    19  2p5.(2P*).3d2.(1S)    2P*         ,,3
274,2p5.3p.(3P<1>).4p.(I),,"1/2,3/2",6.0,40.15,0.012,      2p5.(2P*<1/2>).3p.(3P<1>).4p.(I)                                                        ,,4
275,2p5.3p.(3S<1>).4p,2[1]*,"1/2,3/2",6.0,40.523,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).4p                                                            ,,4
276,2p5.3p.(3S<1>).5p,2[1]*,"1/2,3/2",6.0,40.898,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).5p                                                            ,,5
277,2p5.3p.(3S<1>).6p,2[1]*,"1/2,3/2",6.0,41.0858,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).6p                                                            ,,6
278,2p5.3p.(3S<1>).7p,2[1]*,"1/2,3/2",6.0,41.199,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).7p                                                            ,,7
279,2p5.3p.(3P<1>).5p.(I),,"1/2,3/2",6.0,41.225,0.0014,      2p5.(2P*<1/2>).3p.(3P<1>).5p.(I)                                                        ,,5
280,2p5.3p.(3S<1>).8p,2[1]*,"1/2,3/2",6.0,41.2698,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).8p                                                            ,,8
281,2p5.3p.(1D<2>).4p,,"1/2,3/2",6.0,41.2941,0.0011,      2p5.(2P*<3/2>).3p.(1D<2>).4p                                                            ,,4
282,2p5.3p.(3S<1>).9p,2[1]*,"1/2,3/2",6.0,41.3165,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).9p                                                            ,,9
283,2p5.3p.(3S<1>).10p,2[1]*,"1/2,3/2",6.0,41.351,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).10p                                                           ,,10
284,2p5.3p.(3S<1>).11p,2[1]*,"1/2,3/2",6.0,41.377,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).11p                                                           ,,11
285,2p5.3p.(3S<1>).12p,2[1]*,"1/2,3/2",6.0,41.3941,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).12p                                                           ,,12
286,2p5.3p.(3S<1>).13p,2[1]*,"1/2,3/2",6.0,41.4089,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).13p                                                           ,,13
287,2p5.3p.(1P<1>).4p,,"1/2,3/2",6.0,41.4162,0.0011,      2p5.(2P*<1/2>).3p.(1P<1>).4p                                                            ,,4
288,2p5.3p.(3S<1>).14p,2[1]*,"1/2,3/2",6.0,41.4213,0.0011,      2p5.(2P*<3/2>).3p.(3S<1>).14p                                                           ,,14
289,2p5.3p.(3S<1>).15p,2[1]*,"1/2,3/2",6.0,41.4317,0.0014,      2p5.(2P*<3/2>).3p.(3S<1>).15p                                                           ,,15
290,2p5.3p.(3S<1>).16p,2[1]*,"1/2,3/2",6.0,41.4371,0.0014,      2p5.(2P*<3/2>).3p.(3S<1>).16p                                                           ,,16
291,2p5.3p.(3P<1>).4p.(II),,"1/2,3/2",6.0,41.4871,0.0014,      2p5.(2P*<1/2>).3p.(3P<1>).4p.(II)                                                       ,,4
292,2p5.3p.(1D<2>).5p,,"1/2,3/2",6.0,41.6599,0.0011,      2p5.(2P*<3/2>).3p.(1D<2>).5p                                                            ,,5
293,2p5.3p.(3P<1>).6p.(I),,"1/2,3/2",6.0,41.6908,0.0014,      2p5.(2P*<1/2>).3p.(3P<1>).6p.(I)                                                        ,,6
294,2p5.3p.(1P<1>).5p,,"1/2,3/2",6.0,41.7483,0.0011,      2p5.(2P*<1/2>).3p.(1P<1>).5p                                                            ,,5
295,2p5.3p.(3P<1>).5p.(II),,"1/2,3/2",6.0,41.8145,0.0014,      2p5.(2P*<1/2>).3p.(3P<1>).5p.(II)                                                       ,,5
296,2p5.3p.(1D<2>).6p,,"1/2,3/2",6.0,41.8345,0.0011,      2p5.(2P*<3/2>).3p.(1D<2>).6p                                                            ,,6
297,2p5.3p.(1P<1>).6p,,"1/2,3/2",6.0,41.9251,0.0011,      2p5.(2P*<1/2>).3p.(1P<1>).6p                                                            ,,6
298,2p5.3p.(3P<1>).7p.(I),,"1/2,3/2",6.0,41.9276,0.0014,      2p5.(2P*<1/2>).3p.(3P<1>).7p.(I)                                                        ,,7
299,2p5.3p.(1D<2>).7p,,"1/2,3/2",6.0,41.944,0.0011,      2p5.(2P*<3/2>).3p.(1D<2>).7p                                                            ,,7
300,2p5.3p.(3P<1>).6p.(II),,"1/2,3/2",6.0,42.0114,0.0014,      2p5.(2P*<1/2>).3p.(3P<1>).6p.(II)                                                       ,,6
301,2p5.3p.(1D<2>).8p,,"1/2,3/2",6.0,42.0129,0.0014,      2p5.(2P*<3/2>).3p.(1D<2>).8p                                                            ,,8
302,2p5.3p.(1P<1>).7p,,"1/2,3/2",6.0,42.03,0.0014,      2p5.(2P*<1/2>).3p.(1P<1>).7p                                                            ,,7
303,2p5.3p.(1D<2>).9p,,"1/2,3/2",6.0,42.0614,0.0015,      2p5.(2P*<3/2>).3p.(1D<2>).9p                                                            ,,9
304,2p5.3p.(3P<1>).8p.(I),,"1/2,3/2",6.0,42.0642,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).8p.(I)                                                        ,,8
305,2p5.3p.(1D<2>).10p,,"1/2,3/2",6.0,42.0941,0.0015,      2p5.(2P*<3/2>).3p.(1D<2>).10p                                                           ,,10
306,2p5.3p.(1P<1>).8p,,"1/2,3/2",6.0,42.1013,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).8p                                                            ,,8
307,2p5.3p.(3P<1>).7p.(II),,"1/2,3/2",6.0,42.1085,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).7p.(II)                                                       ,,7
308,2p5.3p.(1P<1>).9p,,"1/2,3/2",6.0,42.1457,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).9p                                                            ,,9
309,2p5.3p.(3P<1>).9p.(I),,"1/2,3/2",6.0,42.1457,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).9p.(I)                                                        ,,9
310,2p5.3p.(3P<1>).8p.(II),,"1/2,3/2",6.0,42.1758,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).8p.(II)                                                       ,,8
311,2p5.3p.(1P<1>).10p,,"1/2,3/2",6.0,42.1787,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).10p                                                           ,,10
312,2p5.3p.(3P<1>).10p.(I),,"1/2,3/2",6.0,42.2016,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).10p.(I)                                                       ,,10
313,2p5.3p.(1P<1>).11p,,"1/2,3/2",6.0,42.2045,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).11p                                                           ,,11
314,2p5.3p.(3P<1>).9p.(II),,"1/2,3/2",6.0,42.2232,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).9p.(II)                                                       ,,9
315,2p5.3p.(1P<1>).12p,,"1/2,3/2",6.0,42.2232,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).12p                                                           ,,12
316,2p5.3p.(1P<1>).13p,,"1/2,3/2",6.0,42.2376,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).13p                                                           ,,13
317,2p5.3p.(3P<1>).11p.(I),,"1/2,3/2",6.0,42.2419,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).11p.(I)                                                       ,,11
318,2p5.3p.(1P<1>).14p,,"1/2,3/2",6.0,42.2491,0.0015,      2p5.(2P*<1/2>).3p.(1P<1>).14p                                                           ,,14
319,2p5.3p.(3P<1>).10p.(II),,"1/2,3/2",6.0,42.2563,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).10p.(II)                                                      ,,10
320,2p5.3p.(3P<1>).12p.(I),,"1/2,3/2",6.0,42.2722,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).12p.(I)                                                       ,,12
321,2p5.3p.(3P<1>).11p.(II),,"1/2,3/2",6.0,42.2808,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).11p.(II)                                                      ,,11
322,2p5.3p.(3P<1>).13p.(I),,"1/2,3/2",6.0,42.2924,0.0015,      2p5.(2P*<1/2>).3p.(3P<1>).13p.(I)                                                       ,,13
323,2p5.3p.(3P<1>).12p.(II),,"1/2,3/2",6.0,42.303,0.015,      2p5.(2P*<1/2>).3p.(3P<1>).12p.(II)                                                      ,,12
324,2p5.3p.(3P<1>).13p.(II),,"1/2,3/2",6.0,42.326,0.015,      2p5.(2P*<1/2>).3p.(3P<1>).13p.(II)                                                      ,,13
325,2p5.3p.(3P<1>).14p.(II),,"1/2,3/2",6.0,42.329,0.015,      2p5.(2P*<1/2>).3p.(3P<1>).14p.(II)                                                      ,,14
326,2p5.3p.(3P<1>).15p.(II),,"1/2,3/2",6.0,42.344,0.015,      2p5.(2P*<1/2>).3p.(3P<1>).15p.(II)                                                      ,,15
327,2p5.3p.(1S<0>).4p,2[1]*,"1/2,3/2",6.0,42.4787,0.0011,      2p5.(2P*<1/2>).3p.(1S<0>).4p                                                            ,,4
328,2p5.3p.(1S<0>).5p,2[1]*,"1/2,3/2",6.0,42.8339,0.0012,      2p5.(2P*<1/2>).3p.(1S<0>).5p                                                            ,,5
329,2p5.3p.(1S<0>).6p,2[1]*,"1/2,3/2",6.0,43.0257,0.0012,      2p5.(2P*<1/2>).3p.(1S<0>).6p                                                            ,,6
330,2p5.3p.(1S<0>).7p,2[1]*,"1/2,3/2",6.0,43.137,0.0012,      2p5.(2P*<1/2>).3p.(1S<0>).7p                                                            ,,7
331,2p5.3p.(1S<0>).8p,2[1]*,"1/2,3/2",6.0,43.2085,0.0012,      2p5.(2P*<1/2>).3p.(1S<0>).8p                                                            ,,8
332,2p5.3p.(1S<0>).9p,2[1]*,"1/2,3/2",6.0,43.2572,0.0012,      2p5.(2P*<1/2>).3p.(1S<0>).9p                                                            ,,9
333,2p5.3p.(1S<0>).10p,2[1]*,"1/2,3/2",6.0,43.2911,0.0012,      2p5.(2P*<1/2>).3p.(1S<0>).10p                                                           ,,10
334,2p5.3p.(1S<0>).11p,2[1]*,"1/2,3/2",6.0,43.3178,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).11p                                                           ,,11
335,2p5.3p.(1S<0>).12p,2[1]*,"1/2,3/2",6.0,43.3345,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).12p                                                           ,,12
336,2p5.3p.(1S<0>).13p,2[1]*,"1/2,3/2",6.0,43.3496,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).13p                                                           ,,13
337,2p5.3p.(1S<0>).14p,2[1]*,"1/2,3/2",6.0,43.3617,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).14p                                                           ,,14
338,2p5.3p.(1S<0>).15p,2[1]*,"1/2,3/2",6.0,43.3724,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).15p                                                           ,,15
339,2p5.3p.(1S<0>).16p,2[1]*,"1/2,3/2",6.0,43.3785,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).16p                                                           ,,16
340,2p5.3p.(1S<0>).17p,2[1]*,"1/2,3/2",6.0,43.386,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).17p                                                           ,,17
341,2p5.3p.(1S<0>).18p,2[1]*,"1/2,3/2",6.0,43.3921,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).18p                                                           ,,18
342,2p5.3p.(1S<0>).19p,2[1]*,"1/2,3/2",6.0,43.3951,0.0015,      2p5.(2P*<1/2>).3p.(1S<0>).19p                                                           ,,19
343,2p5.3d.(3P*<2>).4s,2[2]*,3/2,4.0,43.3965,0.0012,      2p5.(2P*<3/2>).3d.(3P*<2>).4s                                                           ,,4
344,2p5.3d.(1P*<1>).4s,2[1]*,"1/2,3/2",6.0,43.4499,0.0015,      2p5.(2P*<3/2>).3d.(1P*<1>).4s                                                           ,,4
345,2p5.4s.(3P*<1>).5s,2[1]*,"1/2,3/2",6.0,43.6118,0.0015,      2p5.(2P*<3/2>).4s.(3P*<1>).5s                                                           ,,5
346,2p5.3d.(3D*<1>).4s,2[1]*,"1/2,3/2",6.0,44.0911,0.0016,      2p5.(2P*<1/2>).3d.(3D*<1>).4s                                                           ,,4
347,2p5.3d.(1P*<1>).3d,,"1/2,3/2",6.0,44.7367,0.0012,      2p5.(2P*<3/2>).3d.(1P*<1>).3d                                                           ,,3
348,2p5.4s.(3P*<1>).3d,,"1/2,3/2",6.0,44.7739,0.0012,      2p5.(2P*<3/2>).4s.(3P*<1>).3d                                                           ,,3
349,2p5.4s.(1P*<1>).3d,,"1/2,3/2",6.0,44.8101,0.0012,      2p5.(2P*<1/2>).4s.(1P*<1>).3d                                                           ,,3
350,2p5.3d.(3P*<2>).5s,2[2]*,3/2,4.0,44.8885,0.0012,      2p5.(2P*<3/2>).3d.(3P*<2>).5s                                                           ,,5
351,2p5.3d.(1P*<1>).5s,2[1]*,"1/2,3/2",6.0,44.9072,0.0016,      2p5.(2P*<3/2>).3d.(1P*<1>).5s                                                           ,,5
352,2p5.4s.(3P*<1>).6s,2[1]*,"1/2,3/2",6.0,44.9887,0.0016,      2p5.(2P*<3/2>).4s.(3P*<1>).6s                                                           ,,6
353,2p5.3d.(3F*<2>).4d,,"1/2,3/2",6.0,45.2252,0.0014,      2p5.(2P*<3/2>).3d.(3F*<2>).4d                                                           ,,4
354,2p5.3d.(3D*<1>).5s,2[1]*,"1/2,3/2",6.0,45.253,0.0016,      2p5.(2P*<1/2>).3d.(3D*<1>).5s                                                           ,,5
355,2p5.3d.(3P*<2>).6s,2[2]*,3/2,4.0,45.4036,0.0016,      2p5.(2P*<3/2>).3d.(3P*<2>).6s                                                           ,,6
356,2p5.3d.(1P*<1>).4d,,"1/2,3/2",6.0,45.4038,0.0016,      2p5.(2P*<3/2>).3d.(1P*<1>).4d                                                           ,,4
357,2p5.4s.(3P*<1>).4d,,"1/2,3/2",6.0,45.4309,0.0014,      2p5.(2P*<3/2>).4s.(3P*<1>).4d                                                           ,,4
358,2p5.3d.(1P*<1>).6s,2[1]*,"1/2,3/2",6.0,45.4938,0.0016,      2p5.(2P*<3/2>).3d.(1P*<1>).6s                                                           ,,6
359,2p5.4s.(3P*<1>).7s,2[1]*,"1/2,3/2",6.0,45.5289,0.0016,      2p5.(2P*<3/2>).4s.(3P*<1>).7s                                                           ,,7
360,2p5.4s.(1P*<1>).4d,,"1/2,3/2",6.0,45.5523,0.0014,      2p5.(2P*<1/2>).4s.(1P*<1>).4d                                                           ,,4
361,2p5.3d.(3F*<2>).5d,,"1/2,3/2",6.0,45.6205,0.0014,      2p5.(2P*<3/2>).3d.(3F*<2>).5d                                                           ,,5
362,2p5.3d.(3P*<2>).7s,2[2]*,3/2,4.0,45.6618,0.0014,      2p5.(2P*<3/2>).3d.(3P*<2>).7s                                                           ,,7
363,2p5.4s.(3P*<1>).5d,,"1/2,3/2",6.0,45.7186,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).5d                                                           ,,5
364,2p5.3d.(1P*<1>).5d,,"1/2,3/2",6.0,45.7186,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).5d                                                           ,,5
365,2p5.3d.(3D*<1>).6s,2[1]*,"1/2,3/2",6.0,45.7438,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).6s                                                           ,,6
366,2p5.3d.(1P*<1>).7s,2[1]*,"1/2,3/2",6.0,45.754,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).7s                                                           ,,7
367,2p5.4s.(3P*<1>).8s,2[1]*,"1/2,3/2",6.0,45.7912,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).8s                                                           ,,8
368,2p5.3d.(3P*<2>).8s,2[2]*,3/2,4.0,45.8065,0.0019,      2p5.(2P*<3/2>).3d.(3P*<2>).8s                                                           ,,8
369,2p5.3d.(3F*<2>).6d,,"1/2,3/2",6.0,45.8301,0.0019,      2p5.(2P*<3/2>).3d.(3F*<2>).6d                                                           ,,6
370,2p5.4s.(1P*<1>).5d,,"1/2,3/2",6.0,45.8732,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).5d                                                           ,,5
371,2p5.3d.(1P*<1>).6d,,"1/2,3/2",6.0,45.8861,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).6d                                                           ,,6
372,2p5.3d.(3P*<2>).9s,2[2]*,3/2,4.0,45.8911,0.0019,      2p5.(2P*<3/2>).3d.(3P*<2>).9s                                                           ,,9
373,2p5.4s.(3P*<1>).6d,,"1/2,3/2",6.0,45.8997,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).6d                                                           ,,6
374,2p5.3d.(1P*<1>).8s,2[1]*,"1/2,3/2",6.0,45.9099,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).8s                                                           ,,8
375,2p5.4s.(3P*<1>).9s,2[1]*,"1/2,3/2",6.0,45.9405,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).9s                                                           ,,9
376,2p5.3d.(3F*<2>).7d,,"1/2,3/2",6.0,45.9524,0.0019,      2p5.(2P*<3/2>).3d.(3F*<2>).7d                                                           ,,7
377,2p5.3d.(3P*<2>).10s,2[2]*,3/2,4.0,45.9541,0.0019,      2p5.(2P*<3/2>).3d.(3P*<2>).10s                                                          ,,10
378,2p5.3d.(3D*<1>).7s,2[1]*,"1/2,3/2",6.0,45.9763,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).7s                                                           ,,7
379,2p5.3d.(1P*<1>).7d,,"1/2,3/2",6.0,45.9865,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).7d                                                           ,,7
380,2p5.3d.(1P*<1>).9s,2[1]*,"1/2,3/2",6.0,46.0001,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).9s                                                           ,,9
381,2p5.4s.(3P*<1>).7d,,"1/2,3/2",6.0,46.0001,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).7d                                                           ,,7
382,2p5.3d.(3F*<2>).8d,,"1/2,3/2",6.0,46.0275,0.0019,      2p5.(2P*<3/2>).3d.(3F*<2>).8d                                                           ,,8
383,2p5.4s.(3P*<1>).10s,2[1]*,"1/2,3/2",6.0,46.0275,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).10s                                                          ,,10
384,2p5.4s.(1P*<1>).6d,,"1/2,3/2",6.0,46.0531,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).6d                                                           ,,6
385,2p5.3d.(1P*<1>).8d,,"1/2,3/2",6.0,46.0565,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).8d                                                           ,,8
386,2p5.3d.(1P*<1>).10s,2[1]*,"1/2,3/2",6.0,46.0668,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).10s                                                          ,,10
387,2p5.4s.(3P*<1>).8d,,"1/2,3/2",6.0,46.0686,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).8d                                                           ,,8
388,2p5.3d.(3F*<2>).9d,,"1/2,3/2",6.0,46.0805,0.0019,      2p5.(2P*<3/2>).3d.(3F*<2>).9d                                                           ,,9
389,2p5.3d.(1P*<1>).9d,,"1/2,3/2",6.0,46.101,0.0019,      2p5.(2P*<3/2>).3d.(1P*<1>).9d                                                           ,,9
390,2p5.4s.(3P*<1>).9d,,"1/2,3/2",6.0,46.1148,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).9d                                                           ,,9
391,2p5.3d.(3D*<1>).8s,2[1]*,"1/2,3/2",6.0,46.1148,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).8s                                                           ,,8
392,2p5.3d.(3F*<2>).10d,,"1/2,3/2",6.0,46.1148,0.0019,      2p5.(2P*<3/2>).3d.(3F*<2>).10d                                                          ,,10
393,2p5.3d.(3F*<2>).11d,,"1/2,3/2",6.0,46.1405,0.0019,      2p5.(2P*<3/2>).3d.(3F*<2>).11d                                                          ,,11
394,2p5.4s.(3P*<1>).10d,,"1/2,3/2",6.0,46.1492,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).10d                                                          ,,10
395,2p5.4s.(1P*<1>).7d,,"1/2,3/2",6.0,46.156,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).7d                                                           ,,7
396,2p5.4s.(3P*<1>).11d,,"1/2,3/2",6.0,46.1715,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).11d                                                          ,,11
397,2p5.4s.(3P*<1>).12d,,"1/2,3/2",6.0,46.1903,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).12d                                                          ,,12
398,2p5.3d.(3D*<1>).9s,2[1]*,"1/2,3/2",6.0,46.1973,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).9s                                                           ,,9
399,2p5.4s.(3P*<1>).13d,,"1/2,3/2",6.0,46.2042,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).13d                                                          ,,13
400,2p5.4s.(3P*<1>).14d,,"1/2,3/2",6.0,46.2162,0.0019,      2p5.(2P*<3/2>).4s.(3P*<1>).14d                                                          ,,14
401,2p5.4s.(1P*<1>).8d,,"1/2,3/2",6.0,46.2213,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).8d                                                           ,,8
402,2p5.3d.(3D*<1>).10s,2[1]*,"1/2,3/2",6.0,46.2524,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).10s                                                          ,,10
403,2p5.4s.(1P*<1>).9d,,"1/2,3/2",6.0,46.2679,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).9d                                                           ,,9
404,2p5.3d.(3D*<1>).11s,2[1]*,"1/2,3/2",6.0,46.2921,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).11s                                                          ,,11
405,2p5.4s.(1P*<1>).10d,,"1/2,3/2",6.0,46.3025,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).10d                                                          ,,10
406,2p5.3d.(3D*<1>).12s,2[1]*,"1/2,3/2",6.0,46.3215,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).12s                                                          ,,12
407,2p5.4s.(1P*<1>).11d,,"1/2,3/2",6.0,46.325,0.0019,      2p5.(2P*<1/2>).4s.(1P*<1>).11d                                                          ,,11
408,2p5.3d.(3D*<1>).13s,2[1]*,"1/2,3/2",6.0,46.3423,0.0019,      2p5.(2P*<1/2>).3d.(3D*<1>).13s                                                          ,,13
