,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
413,3p6.4s.56p,3P*,2,5.0,6.108503,,L7185,56
414,3p6.4s.56p,1P*,1,3.0,6.108518,,L7185,56
415,3p6.4s.55d,3D,2,5.0,6.108524,,L7185,55
416,3p6.4s.56d,1D,2,5.0,6.108618,,L7185,56
417,3p6.4s.57p,3P*,2,5.0,6.108673,,L7185,57
418,3p6.4s.57p,1P*,1,3.0,6.108687,,L7185,57
419,3p6.4s.56d,3D,2,5.0,6.108703,,L7185,56
420,3p6.4s.57d,1D,2,5.0,6.108751,,L7185,57
421,3p6.4s.58p,3P*,2,5.0,6.108827,,L7185,58
422,3p6.4s.58p,1P*,1,3.0,6.108843,,L7185,58
423,3p6.4s.57d,3D,2,5.0,6.108856,,L7185,57
424,3p6.4s.58d,1D,2,5.0,6.108923,,L7185,58
425,3p6.4s.59p,3P*,2,5.0,6.108979,,L7185,59
426,3p6.4s.59p,1P*,1,3.0,6.108993,,L7185,59
427,3p6.4s.58d,3D,2,5.0,6.10901,,L7185,58
428,3p6.4s.59d,1D,2,5.0,6.109085,,L7185,59
429,3p6.4s.60p,3P*,2,5.0,6.109119,,L7185,60
430,3p6.4s.60p,1P*,1,3.0,6.109135,,L7185,60
431,3p6.4s.59d,3D,2,5.0,6.109139,,L7185,59
432,3p6.4s.60d,1D,2,5.0,6.109233,,L7185,60
433,3p6.4s.60d,3D,2,5.0,6.109262,,L7185,60
434,3p6.4s.61p,1P*,1,3.0,6.109272,,L7185,61
435,3p6.4s.61d,1D,2,5.0,6.109393,,L7185,61
436,3p6.4s.62p,1P*,1,3.0,6.109398,,L7185,62
437,3p6.4s.62d,1D,2,5.0,6.109429,,L7185,62
438,3p6.4s.63p,1P*,1,3.0,6.109521,,L7185,63
439,3p6.4s.64p,1P*,1,3.0,6.109638,,L7185,64
440,3p6.4s.65p,1P*,1,3.0,6.109748,,L7185,65
441,3p6.4s.66p,1P*,1,3.0,6.109855,,L7185,66
442,3p6.4s.67p,1P*,1,3.0,6.109954,,L7185,67
443,3p6.4s.68p,1P*,1,3.0,6.11005,,L7185,68
444,3p6.4s.69p,1P*,1,3.0,6.110142,,L7185,69
445,3p6.4s.70p,1P*,1,3.0,6.110231,,L7185,70
446,3p6.4s.71p,1P*,1,3.0,6.110314,,L7185,71
447,3p6.4s.72p,1P*,1,3.0,6.110396,,L7185,72
448,3p6.4s.73p,1P*,1,3.0,6.110474,,L7185,73
449,3p6.4s.74p,1P*,1,3.0,6.110546,,L7185,74
450,3p6.4s.75p,1P*,1,3.0,6.110618,,L7185,75
451,3p6.4s.76p,1P*,1,3.0,6.110685,,L7185,76
452,3p6.4s.77p,1P*,1,3.0,6.110752,,L7185,77
453,3p6.4s.78p,1P*,1,3.0,6.110815,,L7185,78
454,3p6.4s.79p,1P*,1,3.0,6.11088,,L7185,79
455,3p6.3d.4d,3D,1,3.0,6.366804,,L7185,4
456,3p6.3d.4d,3D,2,5.0,6.368991,,L7185,4
457,3p6.3d.4d,3D,3,7.0,6.372332,,L7185,4
458,3p6.3d.4d,3G,3,7.0,6.39183,,L7185,4
459,3p6.3d.4d,3G,4,9.0,6.39498,,L7185,4
460,3p6.3d.4d,3G,5,11.0,6.399,,L7185,4
461,3p6.3d.4d,3S,1,3.0,6.39408,,L7185,4
462,3p6.3d.5p,3D*,1,3.0,6.41116,,L7185,5
463,3p6.3d.5p,3D*,2,5.0,6.41427,,L7185,5
464,3p6.3d.5p,3D*,3,7.0,6.41829,,L7185,5
465,3p6.3d.5p,3P*,1,3.0,6.4358,,L7185,5
466,3p6.3d.5p,1P*,1,3.0,6.58,,L7185,5
467,3p6.3d.4d,3F,4,9.0,6.59601,,L7185,4
468,3p6.3d.4d,3F,2,5.0,6.59777,,L7185,4
469,3p6.3d.4d,3F,3,7.0,6.6019,,L7185,4
470,3p6.3d.4d,3P,0,1.0,6.73015,,L7185,4
471,3p6.3d.4d,3P,1,3.0,6.730946,,L7185,4
472,3p6.3d.4d,3P,2,5.0,6.73291,,L7185,4
473,3p6.3d.4f,3D*,1,3.0,6.93106,,L7185,4
474,3p6.3d.4f,3P*,1,3.0,6.93649,,L7185,4
475,3p6.3d.4f,1P*,1,3.0,6.94092,,L7185,4
476,3p6.3d.6p,3D*,1,3.0,6.9746,,L7185,6
477,3p6.3d.5d,3D,2,5.0,7.00126,,L7185,5
478,3p6.3d.6p,3P*,1,3.0,7.009153,,L7185,6
479,3p6.3d.5d,3S,1,3.0,7.01241,,L7185,5
480,3p6.3d.6p,1P*,1,3.0,7.0238,,L7185,6
481,3p6.4p.5s,3P*,1,3.0,7.1244,,L7185,5
482,3p6.3d.5d,3P,0,1.0,7.14288,,L7185,5
483,3p6.3d.5d,3P,1,3.0,7.14371,,L7185,5
484,3p6.3d.5d,3P,2,5.0,7.14625,,L7185,5
485,3p6.4p.5s,1P*,1,3.0,7.186,,L7185,5
486,3p6.3d.5f,3D*,1,3.0,7.244559,,L7185,5
487,3p6.3d.5f,3P*,1,3.0,7.252073,,L7185,5
488,3p6.3d.5f,1P*,1,3.0,7.253806,,L7185,5
489,3p6.3d.7p,3D*,1,3.0,7.290137,,L7185,7
490,3p6.3d.7p,3P*,1,3.0,7.316415,,L7185,7
491,3p6.3d.7p,1P*,1,3.0,7.3395,,L7185,7
492,3p6.3d.6d,3P,1,3.0,7.3607,,L7185,6
493,3p6.3d.6d,3P,2,5.0,7.3635,,L7185,6
494,3p6.3d.6f,3D*,1,3.0,7.414529,,L7185,6
495,3p6.3d.6f,3P*,1,3.0,7.421974,,L7185,6
496,3p6.3d.6f,1P*,1,3.0,7.42399,,L7185,6
497,3p6.3d.8p,3D*,1,3.0,7.444771,,L7185,8
498,3p6.3d.8p,3P*,1,3.0,7.457682,,L7185,8
499,3p6.3d.8p,1P*,1,3.0,7.48,,L7185,8
500,3p6.3d.7f,3D*,1,3.0,7.517432,,L7185,7
501,3p6.3d.7f,3P*,1,3.0,7.524634,,L7185,7
502,3p6.3d.7f,1P*,1,3.0,7.527024,,L7185,7
503,3p6.3d.9p,3D*,1,3.0,7.539142,,L7185,9
504,3p6.3d.9p,3P*,1,3.0,7.546829,,L7185,9
505,3p6.3d.9p,1P*,1,3.0,7.55976,,L7185,9
506,3p6.3d.8f,3D*,1,3.0,7.584428,,L7185,8
507,3p6.3d.8f,3P*,1,3.0,7.591385,,L7185,8
508,3p6.3d.8f,1P*,1,3.0,7.594204,,L7185,8
509,3p6.3d.10p,3D*,1,3.0,7.601056,,L7185,10
510,3p6.3d.10p,3P*,1,3.0,7.605902,,L7185,10
511,3p6.3d.10p,1P*,1,3.0,7.61611,,L7185,10
512,3p6.3d.9f,3D*,1,3.0,7.630477,,L7185,9
513,3p6.3d.9f,3P*,1,3.0,7.637016,,L7185,9
514,3p6.3d.9f,1P*,1,3.0,7.640229,,L7185,9
515,3p6.3d.11p,3D*,1,3.0,7.643905,,L7185,11
516,3p6.3d.11p,3P*,1,3.0,7.646926,,L7185,11
517,3p6.3d.11p,1P*,1,3.0,7.65568,,L7185,11
518,3p6.3d.10f,3D*,1,3.0,7.663548,,L7185,10
519,3p6.3d.10f,3P*,1,3.0,7.669566,,L7185,10
520,3p6.3d.10f,1P*,1,3.0,7.673161,,L7185,10
521,3p6.3d.12p,3D*,1,3.0,7.674751,,L7185,12
522,3p6.3d.12p,3P*,1,3.0,7.676653,,L7185,12
523,3p6.3d.12p,1P*,1,3.0,7.684601,,L7185,12
524,3p6.3d.11f,3D*,1,3.0,7.688157,,L7185,11
525,3p6.3d.11f,3P*,1,3.0,7.693528,,L7185,11
526,3p6.3d.11f,1P*,1,3.0,7.697549,,L7185,11
527,3p6.3d.13p,3D*,1,3.0,7.697549,,L7185,13
528,3p6.3d.13p,3P*,1,3.0,7.699057,,L7185,13
529,3p6.3d.13p,1P*,1,3.0,7.706191,,L7185,13
530,3p6.3d.12f,3D*,1,3.0,7.707057,,L7185,12
531,3p6.3d.12f,3P*,1,3.0,7.711683,,L7185,12
532,3p6.3d.14p,3D*,1,3.0,7.714753,,L7185,14
533,3p6.3d.12f,1P*,1,3.0,7.716091,,L7185,12
534,3p6.3d.14p,3P*,1,3.0,7.716419,,L7185,14
535,3p6.3d.13f,3D*,1,3.0,7.721653,,L7185,13
536,3p6.3d.14p,1P*,1,3.0,7.72273,,L7185,14
537,3p6.3d.13f,3P*,1,3.0,7.725781,,L7185,13
538,3p6.3d.15p,3D*,1,3.0,7.728064,,L7185,15
539,3p6.3d.13f,1P*,1,3.0,7.729977,,L7185,13
540,3p6.3d.15p,3P*,1,3.0,7.730654,,L7185,15
541,3p6.3d.14f,3D*,1,3.0,7.73355,,L7185,14
542,3p6.3d.15p,1P*,1,3.0,7.735623,,L7185,15
543,3p6.3d.14f,3P*,1,3.0,7.737013,,L7185,14
544,3p6.3d.16p,3D*,1,3.0,7.738656,,L7185,16
545,3p6.3d.14f,1P*,1,3.0,7.740753,,L7185,14
546,3p6.3d.16p,3P*,1,3.0,7.742025,,L7185,16
547,3p6.3d.15f,3D*,1,3.0,7.743291,,L7185,15
548,3p6.3d.15f,3P*,1,3.0,7.745558,,L7185,15
549,3p6.3d.16p,1P*,1,3.0,7.746317,,L7185,16
550,3p6.3d.17p,3D*,1,3.0,7.747332,,L7185,17
551,3p6.3d.15f,1P*,1,3.0,7.749833,,L7185,15
552,3p6.3d.17p,3P*,1,3.0,7.750496,,L7185,17
553,3p6.3d.16f,3D*,1,3.0,7.7515,,L7185,16
554,3p6.3d.16f,3P*,1,3.0,7.753215,,L7185,16
555,3p6.3d.18p,3D*,1,3.0,7.753896,,L7185,18
556,3p6.3d.17p,1P*,1,3.0,7.754983,,L7185,17
557,3p6.4p.4d,3D*?,1,3.0,7.75558,,L7185,4
558,3p6.4p.4d,3P*?,1,3.0,7.756135,,L7185,4
559,3p6.4p.4d,1P*?,1,3.0,7.756665,,L7185,4
560,3p6.3d.17f,3D*,1,3.0,7.757156,,L7185,17
561,3p6.3d.16f,1P*,1,3.0,7.758021,,L7185,16
562,3p6.3d.17f,3P*,1,3.0,7.758796,,L7185,17
563,3p6.3d.18p,3P*,1,3.0,7.759489,,L7185,18
564,3p6.3d.19p,3D*,1,3.0,7.759902,,L7185,19
565,3p6.3d.18p,1P*,1,3.0,7.761748,,L7185,18
566,3p6.3d.18f,3D*,1,3.0,7.762744,,L7185,18
567,3p6.3d.18f,3P*,1,3.0,7.763521,,L7185,18
568,3p6.3d.17f,1P*,1,3.0,7.764556,,L7185,17
569,3p6.3d.20p,3D*,1,3.0,7.764638,,L7185,20
570,3p6.3d.19p,3P*,1,3.0,7.764977,,L7185,19
571,3p6.3d.19f,3D*,1,3.0,7.766559,,L7185,19
572,3p6.3d.19p,1P*,1,3.0,7.767408,,L7185,19
573,3p6.3d.19f,3P*,1,3.0,7.768105,,L7185,19
574,3p6.3d.21p,3D*,1,3.0,7.768868,,L7185,21
575,3p6.3d.20p,3P*,1,3.0,7.770277,,L7185,20
576,3p6.3d.18f,1P*,1,3.0,7.770277,,L7185,18
577,3p6.3d.20f,3D*,1,3.0,7.770779,,L7185,20
578,3p6.3d.20f,3P*,1,3.0,7.771812,,L7185,20
579,3p6.3d.22p,3D*,1,3.0,7.772183,,L7185,22
580,3p6.3d.20p,1P*,1,3.0,7.772609,,L7185,20
581,3p6.3d.19f,1P*,1,3.0,7.774358,,L7185,19
582,3p6.3d.21f,3D*,1,3.0,7.774358,,L7185,21
583,3p6.3d.21f,3P*,1,3.0,7.774708,,L7185,21
584,3p6.3d.21p,3P*,1,3.0,7.775219,,L7185,21
585,3p6.3d.23p,3D*,1,3.0,7.775451,,L7185,23
586,3p6.3d.22f,3D*,1,3.0,7.77634,,L7185,22
587,3p6.3d.21p,1P*,1,3.0,7.776512,,L7185,21
588,3p6.3d.22f,3P*,1,3.0,7.777428,,L7185,22
589,3p6.3d.24p,3D*,1,3.0,7.778056,,L7185,24
590,3p6.3d.22p,3P*,1,3.0,7.778285,,L7185,22
591,3p6.3d.20f,1P*,1,3.0,7.778285,,L7185,20
592,3p6.3d.23f,3D*,1,3.0,7.779154,,L7185,23
593,3p6.3d.23f,3P*,1,3.0,7.779826,,L7185,23
594,3p6.3d.22p,1P*,1,3.0,7.78008,,L7185,22
595,3p6.3d.25p,3D*,1,3.0,7.780455,,L7185,25
596,3p6.3d.23p,3P*,1,3.0,7.781603,,L7185,23
597,3p6.3d.21f,1P*,1,3.0,7.781603,,L7185,21
598,3p6.3d.24f,3P*,1,3.0,7.781757,,L7185,24
599,3p6.3d.24f,3D*,1,3.0,7.782253,,L7185,24
600,3p6.3d.26p,3D*,1,3.0,7.782422,,L7185,26
601,3p6.3d.23p,1P*,1,3.0,7.783077,,L7185,23
602,3p6.3d.25f,3P*,1,3.0,7.783765,,L7185,25
603,3p6.3d.27p,3D*,1,3.0,7.784207,,L7185,27
604,3p6.3d.22f,1P*,1,3.0,7.78435,,L7185,22
605,3p6.3d.24p,3P*,1,3.0,7.784634,,L7185,24
606,3p6.3d.26f,3D*,1,3.0,7.784978,,L7185,26
607,3p6.3d.26f,3P*,1,3.0,7.785487,,L7185,26
608,3p6.3d.24p,1P*,1,3.0,7.785656,,L7185,24
609,3p6.3d.28p,3D*,1,3.0,7.785893,,L7185,28
610,3p6.3d.23f,1P*,1,3.0,7.786751,,L7185,23
611,3p6.3d.27f,3P*,1,3.0,7.786954,,L7185,27
612,3p6.3d.25p,3P*,1,3.0,7.787187,,L7185,25
613,3p6.3d.29p,3D*,1,3.0,7.787263,,L7185,29
614,3p6.3d.28f,3D*,1,3.0,7.787695,,L7185,28
615,3p6.3d.25p,1P*,1,3.0,7.78796,,L7185,25
616,3p6.3d.28f,3P*,1,3.0,7.788255,,L7185,28
617,3p6.3d.30p,3D*,1,3.0,7.788534,,L7185,30
618,3p6.3d.24f,1P*,1,3.0,7.788726,,L7185,24
619,3p6.3d.29f,3P*,1,3.0,7.789204,,L7185,29
620,3p6.3d.26p,3P*,1,3.0,7.789204,,L7185,26
621,3p6.3d.31p,3D*,1,3.0,7.789648,,L7185,31
622,3p6.3d.26p,1P*,1,3.0,7.79001,,L7185,26
623,3p6.3d.30f,3D*,1,3.0,7.790214,,L7185,30
624,3p6.3d.30f,3P*,1,3.0,7.790437,,L7185,30
625,3p6.3d.32p,3D*,1,3.0,7.790698,,L7185,32
626,3p6.3d.25f,1P*,1,3.0,7.790776,,L7185,25
627,3p6.3d.27p,3P*,1,3.0,7.790975,,L7185,27
628,3p6.3d.31f,3P*,1,3.0,7.791196,,L7185,31
629,3p6.3d.33p,3D*,1,3.0,7.791628,,L7185,33
630,3p6.3d.27p,1P*,1,3.0,7.79182,,L7185,27
631,3p6.3d.32f,3P*,1,3.0,7.792254,,L7185,32
632,3p6.3d.34p,3D*,1,3.0,7.792484,,L7185,34
633,3p6.3d.26f,1P*,1,3.0,7.792696,,L7185,26
634,3p6.3d.28p,3P*,1,3.0,7.792877,,L7185,28
635,3p6.3d.33f,3P*,1,3.0,7.792877,,L7185,33
636,3p6.3d.35p,3D*,1,3.0,7.79322,,L7185,35
637,3p6.3d.28p,1P*,1,3.0,7.793412,,L7185,28
638,3p6.3d.34f,3P*,1,3.0,7.793778,,L7185,34
639,3p6.3d.36p,3D*,1,3.0,7.793969,,L7185,36
640,3p6.3d.29p,3P*,1,3.0,7.794141,,L7185,29
641,3p6.3d.35f,3P*,1,3.0,7.794315,,L7185,35
642,3p6.3d.37p,3D*,1,3.0,7.794622,,L7185,37
643,3p6.3d.29p,1P*,1,3.0,7.79481,,L7185,29
644,3p6.3d.36f,3P*,1,3.0,7.795068,,L7185,36
645,3p6.3d.38p,3D*,1,3.0,7.79522,,L7185,38
646,3p6.3d.30p,3P*,1,3.0,7.795556,,L7185,30
647,3p6.3d.37f,3P*,1,3.0,7.795556,,L7185,37
648,3p6.3d.39p,3D*,1,3.0,7.795752,,L7185,39
649,3p6.3d.30p,1P*,1,3.0,7.796062,,L7185,30
650,3p6.3d.38f,3P*,1,3.0,7.796131,,L7185,38
651,3p6.3d.40p,3D*,1,3.0,7.79628,,L7185,40
652,3p6.3d.41p,3D*,1,3.0,7.796718,,L7185,41
653,3p6.3d.31p,3P*,1,3.0,7.796718,,L7185,31
654,3p6.3d.42p,3D*,1,3.0,7.797242,,L7185,42
655,3p6.3d.31p,1P*,1,3.0,7.797242,,L7185,31
656,3p6.3d.43p,3D*,1,3.0,7.797571,,L7185,43
657,3p6.3d.32p,3P*,1,3.0,7.79782,,L7185,32
658,3p6.3d.44p,3D*,1,3.0,7.797943,,L7185,44
659,3p6.3d.45p,3D*,1,3.0,7.798305,,L7185,45
660,3p6.3d.32p,1P*,1,3.0,7.798305,,L7185,32
661,3p6.3d.46p,3D*,1,3.0,7.798617,,L7185,46
662,3p6.3d.33p,3P*,1,3.0,7.798835,,L7185,33
663,3p6.3d.47p,3D*,1,3.0,7.798947,,L7185,47
664,3p6.3d.33p,1P*,1,3.0,7.79922,,L7185,33
665,3p6.3d.48p,3D*,1,3.0,7.79922,,L7185,48
666,3p6.3d.49p,3D*,1,3.0,7.799471,,L7185,49
667,3p6.3d.50p,3D*,1,3.0,7.799707,,L7185,50
668,3p6.3d.51p,3D*,1,3.0,7.799955,,L7185,51
669,3p6.3d.34p,1P*,1,3.0,7.800033,,L7185,34
670,3p6.3d.52p,3D*,1,3.0,7.800177,,L7185,52
671,3p6.3d.53p,3D*,1,3.0,7.8004,,L7185,53
672,3p6.3d.54p,3D*,1,3.0,7.800579,,L7185,54
673,3p6.3d.55p,3D*,1,3.0,7.800817,,L7185,55
674,3p6.3d.35p,1P*,1,3.0,7.800817,,L7185,35
675,3p6.3d.56p,3D*,1,3.0,7.800937,,L7185,56
676,3p6.3d.57p,3D*,1,3.0,7.801125,,L7185,57
677,3p6.3d.58p,3D*,1,3.0,7.801263,,L7185,58
678,3p6.3d.36p,1P*,1,3.0,7.801535,,L7185,36
679,3p6.3d.35f,1P*,1,3.0,7.801874,,L7185,35
680,3p6.3d.37p,1P*,1,3.0,7.802178,,L7185,37
681,3p6.3d.36f,1P*,1,3.0,7.802486,,L7185,36
682,3p6.3d.38p,1P*,1,3.0,7.802773,,L7185,38
683,3p6.3d.37f,1P*,1,3.0,7.803055,,L7185,37
684,3p6.3d.39p,1P*,1,3.0,7.80332,,L7185,39
685,3p6.3d.38f,1P*,1,3.0,7.803539,,L7185,38
686,3p6.3d.40p,1P*,1,3.0,7.803826,,L7185,40
687,3p6.3d.39f,1P*,1,3.0,7.804043,,L7185,39
688,3p6.3d.41p,1P*,1,3.0,7.804294,,L7185,41
689,3p6.3d.42p,1P*,1,3.0,7.804723,,L7185,42
690,3p6.3d.43p,1P*,1,3.0,7.805125,,L7185,43
691,3p6.3d.44p,1P*,1,3.0,7.805496,,L7185,44
692,3p6.3d.45p,1P*,1,3.0,7.805844,,L7185,45
693,3p6.3d.46p,1P*,1,3.0,7.80617,,L7185,46
694,3p6.3d.47p,1P*,1,3.0,7.80647,,L7185,47
695,3p6.3d.48p,1P*,1,3.0,7.806754,,L7185,48
696,3p6.3d.49p,1P*,1,3.0,7.807017,,L7185,49
697,3p6.3d.50p,1P*,1,3.0,7.807271,,L7185,50
698,3p6.3d.51p,1P*,1,3.0,7.807506,,L7185,51
699,3p6.3d.52p,1P*,1,3.0,7.807725,,L7185,52
700,3p6.3d.53p,1P*,1,3.0,7.807933,,L7185,53
701,3p6.3d.54p,1P*,1,3.0,7.808129,,L7185,54
702,3p6.3d.55p,1P*,1,3.0,7.808309,,L7185,55
703,3p6.3d.56p,1P*,1,3.0,7.80849,,L7185,56
704,3p6.3d.57p,1P*,1,3.0,7.808653,,L7185,57
705,3p6.3d.58p,1P*,1,3.0,7.808816,,L7185,58
706,3p6.3d.59p,1P*,1,3.0,7.808956,,L7185,59
707,3p6.3d.60p,1P*,1,3.0,7.809099,,L7185,60
708,3p6.3d.61p,1P*,1,3.0,7.809232,,L7185,61
709,3p6.4p.6s,3P*,1,3.0,8.0561,,L7185,6
710,3p6.4p.6s,1P*,1,3.0,8.1141,,L7185,6
711,3p6.4p.5d,1P*,1,3.0,8.2546,,L7185,5
712,3p6.4p.7s,3P*,1,3.0,8.5441,,L7185,7
713,3p6.4p.7s,1P*,1,3.0,8.5855,,L7185,7
714,3p6.4p.6d,1P*,1,3.0,8.6346,,L7185,6
715,3p6.4p.8s,3P*,1,3.0,8.7765,,L7185,8
716,3p6.4p.8s,1P*,1,3.0,8.803,,L7185,8
717,3p6.4p.7d,1P*,1,3.0,8.8323,,L7185,7
718,3p6.4p.9s,3P*,1,3.0,8.9105,,L7185,9
719,3p6.4p.9s,1P*,1,3.0,8.9277,,L7185,9
720,3p6.4p.8d,1P*,1,3.0,8.9627,,L7185,8
721,3p6.4p.10s,3P*,1,3.0,8.9778,,L7185,10
722,3p6.4p.10s,1P*,1,3.0,9.0081,,L7185,10
723,3p6.4p.11s,3P*,1,3.0,9.0349,,L7185,11
724,3p6.4p.9d,1P*,1,3.0,9.0349,,L7185,9
725,3p6.4p.11s,1P*,1,3.0,9.0646,,L7185,11
726,3p6.4p.10d,1P*,1,3.0,9.0816,,L7185,10
727,3p6.4p.12s,3P*,1,3.0,9.0816,,L7185,12
728,3p6.4p.13s,3P*,1,3.0,9.1059,,L7185,13
729,3p6.4p.12s,1P*,1,3.0,9.1059,,L7185,12
730,3p6.4p.11d,1P*,1,3.0,9.1149,,L7185,11
731,3p6.4p.14s,3P*,1,3.0,9.128,,L7185,14
732,3p6.4p.13s,1P*,1,3.0,9.1368,,L7185,13
733,3p6.4p.12d,3P*,1,3.0,9.1428,,L7185,12
734,3p6.4p.15s,3P*,1,3.0,9.1428,,L7185,15
735,3p6.4p.16s,3P*,1,3.0,9.1565,,L7185,16
736,3p6.4p.14s,1P*,1,3.0,9.1565,,L7185,14
737,3p6.4p.15s,1P*,1,3.0,9.171,,L7185,15
738,3p5.4s2.3d,3P*,1,3.0,24.8087,,L7185,3
739,3p5.4s2.3d,3D*,1,3.0,27.1514,,L7185,3
740,3p5.4s2.3d,1P*,1,3.0,31.406,,L7185,3
741,3p5.4s2.4d,3P*,1,3.0,31.6187,,L7185,4
742,3p5.(2P*<3/2>).4s2.5s,2[3/2]*,1,3.0,31.9553,,L7185,5
743,3p5.(2P*<1/2>).4s2.5s,2[1/2]*,1,3.0,32.2598,,L7185,5
744,3p5.(2P*<3/2>).4s2.6s,2[3/2]*,1,3.0,33.1555,,L7185,6
745,3p5.4s2.4d,3D*,1,3.0,33.2223,,L7185,4
746,3p5.(2P*<1/2>).4s2.6s,2[1/2]*,1,3.0,33.4393,,L7185,6
747,3p5.4s2.4d,1P*,1,3.0,33.555,,L7185,4
748,3p5.(2P*<3/2>).4s2.5d,2[3/2]*,1,3.0,33.586,,L7185,5
749,3p5.(2P*<3/2>).4s2.7s,2[3/2]*,1,3.0,33.6301,,L7185,7
750,3p5.(2P*<3/2>).4s2.6d,2[3/2]*,1,3.0,33.8643,,L7185,6
751,3p5.(2P*<1/2>).4s2.7s,2[1/2]*,1,3.0,33.9218,,L7185,7
752,3p5.(2P*<3/2>).4s2.7d,2[3/2]*,1,3.0,33.9666,,L7185,7
753,3p5.(2P*<1/2>).4s2.5d,2[3/2]*,1,3.0,33.977,,L7185,5
754,3p5.(2P*<3/2>).4s2.9s,2[3/2]*,1,3.0,34.0059,,L7185,9
755,3p5.(2P*<3/2>).4s2.8d,2[3/2]*,1,3.0,34.0525,,L7185,8
756,3p5.(2P*<3/2>).4s2.10s,2[3/2]*,1,3.0,34.068,,L7185,10
757,3p5.(2P*<3/2>).4s2.9d,2[3/2]*,1,3.0,34.1294,,L7185,9
758,3p5.(2P*<3/2>).4s2.10d,2[3/2]*,1,3.0,34.158,,L7185,10
759,3p5.(2P*<3/2>).4s2.11d,2[3/2]*,1,3.0,34.1857,,L7185,11
760,3p5.(2P*<3/2>).4s2.12d,2[3/2]*,1,3.0,34.207,,L7185,12
761,3p5.(2P*<3/2>).4s2.13d,2[3/2]*,1,3.0,34.2244,,L7185,13
762,3p5.(2P*<3/2>).4s2.14d,2[3/2]*,1,3.0,34.2367,,L7185,14
763,3p5.(2P*<3/2>).4s2.15d,2[3/2]*,1,3.0,34.2462,,L7185,15
764,3p5.(2P*<3/2>).4s2.16d,2[3/2]*,1,3.0,34.2547,,L7185,16
765,3p5.(2P*<1/2>).4s2.7d,2[3/2]*,1,3.0,34.2979,,L7185,7
766,3p5.(2P*<1/2>).4s2.8d,2[3/2]*,1,3.0,34.397,,L7185,8
767,3p5.(2P*<1/2>).4s2.9d,2[3/2]*,1,3.0,34.4573,,L7185,9
768,3p5.(2P*<1/2>).4s2.11s,2[1/2]*,1,3.0,34.4665,,L7185,11
769,3p5.(2P*<1/2>).4s2.10d,2[3/2]*,1,3.0,34.4959,,L7185,10
770,3p5.(2P*<1/2>).4s2.12s,2[1/2]*,1,3.0,34.5051,,L7185,12
771,3p5.(2P*<1/2>).4s2.11d,2[3/2]*,1,3.0,34.5258,,L7185,11
772,3p5.(2P*<1/2>).4s2.13s,2[1/2]*,1,3.0,34.5338,,L7185,13
773,3p5.(2P*<1/2>).4s2.12d,2[3/2]*,1,3.0,34.5478,,L7185,12
774,3p5.(2P*<1/2>).4s2.14s,2[1/2]*,1,3.0,34.5546,,L7185,14
775,3p5.(2P*<1/2>).4s2.13d,2[3/2]*,1,3.0,34.5663,,L7185,13
776,3p5.(2P*<1/2>).4s2.14d,2[3/2]*,1,3.0,34.58,,L7185,14
777,3p5.(2P*<1/2>).4s2.15d,2[3/2]*,1,3.0,34.5895,,L7185,15
778,3p5.(2P*<1/2>).4s2.16d,2[3/2]*,1,3.0,34.598,,L7185,16
779,3p5.(2P*<1/2>).4s2.17d,2[3/2]*,1,3.0,34.6061,,L7185,17
780,Limit,NaN,NaN,NaN,6.11315547,2.5e-07,NaN,NaN
